Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,0,HIT_MUD,false,0,5,0,0,0,,,2,0,-7
4,2,4,15,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-7
5,2,4,18,3,HIT_MUD,false,0,4,0,0,0,,,2,0,-10
6,2,4,21,3,ACCELERATING,false,0,4,0,0,0,,,2,0,-10
7,2,4,24,3,ACCELERATING,false,0,4,0,0,0,,,2,0,-10
8,2,4,27,3,ACCELERATING,false,0,4,0,0,0,,,2,0,-10
9,2,4,30,0,HIT_MUD,false,0,5,0,0,0,,,2,0,-13
10,2,4,30,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-13
11,2,4,33,3,ACCELERATING,false,0,3,0,0,0,,,2,0,-13
12,2,4,39,3,HIT_MUD,false,0,4,0,0,0,,,2,0,-16
13,2,4,42,0,HIT_MUD,false,0,5,0,0,0,,,2,0,-19
14,2,4,42,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-19
15,2,4,45,3,ACCELERATING,false,0,3,0,0,0,,,2,0,-19
16,2,4,51,6,ACCELERATING,false,0,3,0,0,1,,,2,0,-15
17,2,4,57,6,ACCELERATING,false,0,3,0,0,1,,,2,0,-15
18,2,4,63,6,USED_LIZARD,false,0,3,0,0,0,,,2,0,-15
19,2,4,69,0,HIT_MUD,false,0,5,0,0,0,,,2,0,-27
20,2,4,69,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-27
21,2,4,72,3,ACCELERATING,false,0,3,0,0,0,,,2,0,-27
22,2,4,78,6,ACCELERATING,false,0,3,0,0,0,,,2,0,-27
23,2,4,84,6,ACCELERATING,false,0,3,0,0,0,,,2,0,-27
24,2,4,90,0,HIT_WALL,false,0,5,1,0,0,,,2,0,-31
25,2,4,90,0,FIXED_CAR,false,0,3,1,0,0,,,2,0,-31
26,2,4,93,3,ACCELERATING,false,0,3,1,0,0,,,2,0,-31
27,2,4,99,6,ACCELERATING,false,0,3,1,1,0,,,2,0,-27
28,2,4,105,6,USED_BOOST,true,5,3,0,2,0,,,2,0,-19
29,2,4,111,3,HIT_MUD,false,0,4,0,3,0,,,2,0,-18
30,2,4,114,0,HIT_MUD,false,0,5,0,3,0,,,2,0,-21
31,2,4,114,0,FIXED_CAR,false,0,3,0,3,0,,,2,0,-21
32,2,4,117,3,ACCELERATING,false,0,3,0,3,0,,,2,0,-21
33,2,4,123,6,ACCELERATING,false,0,3,0,3,0,,,2,0,-21
34,2,4,129,6,ACCELERATING,false,0,3,0,3,0,,,2,0,-21
35,2,4,135,6,ACCELERATING,false,0,3,0,3,0,,,2,0,-21
36,2,4,141,6,ACCELERATING,false,0,3,0,4,0,,,2,0,-17
37,2,4,147,0,HIT_WALL,false,0,5,0,4,0,,,2,0,-22
38,2,4,147,0,FIXED_CAR,false,0,3,0,4,0,,,2,0,-22
39,2,4,150,3,HIT_MUD,false,0,4,0,4,0,,,2,0,-25
40,2,4,153,0,HIT_WALL,false,0,5,0,5,0,,,2,0,-26
41,2,4,153,0,FIXED_CAR,false,0,3,0,5,0,,,2,0,-26
42,2,4,156,3,ACCELERATING,false,0,3,0,5,0,,,2,0,-26
43,2,4,162,6,ACCELERATING,false,0,3,0,5,0,,,2,0,-26
44,2,4,168,6,ACCELERATING,false,0,3,0,5,0,,,2,0,-26
45,2,4,174,3,HIT_MUD,false,0,4,0,5,0,,,2,0,-29
46,2,4,177,3,ACCELERATING,false,0,4,0,5,0,,,2,0,-29
47,2,4,180,0,HIT_WALL,false,0,5,0,5,0,,,3,0,-30
48,2,4,180,0,FIXED_CAR,false,0,3,0,5,0,,,3,0,-30
49,2,4,183,3,ACCELERATING,false,0,3,0,5,0,,,3,0,-30
50,2,4,189,6,ACCELERATING,false,0,3,0,5,0,,,3,0,-30
51,2,4,195,3,HIT_MUD,false,0,4,0,5,0,,,3,0,-33
52,2,4,198,3,ACCELERATING,false,0,4,0,5,0,,,3,0,-33
53,2,4,201,3,ACCELERATING,false,0,4,0,5,0,,,3,0,-33
54,2,4,204,3,ACCELERATING,false,0,4,0,5,0,,,3,0,-33
55,2,4,207,3,ACCELERATING,false,0,4,0,5,0,,,3,0,-33
56,2,4,210,3,ACCELERATING,false,0,4,0,5,0,,,3,0,-33
57,2,4,213,0,HIT_MUD,false,0,5,0,5,0,,,3,0,-42
58,2,4,213,0,FIXED_CAR,false,0,3,0,5,0,,,3,0,-42
59,2,4,216,0,HIT_WALL,false,0,5,0,5,0,,,3,0,-50
60,2,4,216,0,FIXED_CAR,false,0,3,0,5,0,,,3,0,-50
61,2,4,219,3,ACCELERATING,false,0,3,0,5,0,,,3,0,-50
62,2,4,225,6,ACCELERATING,false,0,3,0,5,0,,,3,0,-50
63,2,4,231,6,ACCELERATING,false,0,3,0,5,0,,,4,0,-46
64,2,4,237,6,ACCELERATING,false,0,3,0,5,0,,,4,0,-46
65,2,4,243,6,ACCELERATING,false,0,3,0,5,0,,,4,0,-46
66,2,4,249,0,HIT_WALL,false,0,5,0,5,0,,,4,0,-54
67,2,4,249,0,FIXED_CAR,false,0,3,0,5,0,,,4,0,-54
68,2,4,252,3,ACCELERATING,false,0,3,1,5,0,,,4,0,-50
69,2,4,258,3,HIT_MUD,false,0,4,1,5,0,,,4,0,-53
70,2,4,261,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-53
71,2,4,264,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-53
72,2,4,267,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-53
73,2,4,270,0,HIT_MUD,false,0,5,1,5,0,,,4,0,-56
74,2,4,270,0,FIXED_CAR,false,0,3,1,5,0,,,4,0,-56
75,2,4,273,3,ACCELERATING,false,0,3,1,5,0,,,4,0,-56
76,2,4,279,3,HIT_MUD,false,0,4,1,5,0,,,4,0,-59
77,2,4,282,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-59
78,2,4,285,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-59
79,2,4,288,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-59
80,2,4,291,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-59
81,2,4,294,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-59
82,2,4,297,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-59
83,2,4,300,0,HIT_MUD,false,0,5,2,5,0,,,4,0,-58
84,2,4,300,0,FIXED_CAR,false,0,3,2,5,0,,,4,0,-58
85,2,4,303,3,ACCELERATING,false,0,3,2,5,0,,,4,0,-58
86,2,4,309,6,ACCELERATING,false,0,3,2,5,0,,,4,0,-58
87,2,4,315,6,USED_BOOST,true,5,3,1,5,0,,,4,0,-54
88,2,4,321,3,HIT_MUD,false,0,4,0,5,0,,,4,0,-53
89,2,4,324,3,ACCELERATING,false,0,4,0,5,0,,,4,0,-53
90,2,4,327,3,ACCELERATING,false,0,4,0,5,0,,,4,0,-53
91,2,4,330,3,ACCELERATING,false,0,4,0,5,0,,,4,0,-53
92,2,4,333,3,ACCELERATING,false,0,4,0,5,0,,,4,0,-53
93,2,4,336,3,ACCELERATING,false,0,4,0,5,0,,,4,0,-53
94,2,4,339,3,ACCELERATING,false,0,4,1,5,0,,,4,0,-49
95,2,4,342,0,HIT_MUD,false,0,5,2,5,0,,,4,0,-48
96,2,4,342,0,FIXED_CAR,false,0,3,2,5,0,,,4,0,-48
97,2,4,345,3,HIT_MUD,false,0,4,2,5,0,,,4,0,-51
98,2,4,348,3,ACCELERATING,false,0,4,2,5,0,,,4,0,-51
99,2,4,351,3,ACCELERATING,false,0,4,2,5,0,,,4,0,-51
100,2,4,354,0,HIT_MUD,false,0,5,2,5,0,,,4,0,-54
101,2,4,354,0,FIXED_CAR,false,0,3,2,5,0,,,4,0,-54
102,2,4,357,3,ACCELERATING,false,0,3,2,5,1,,,4,0,-50
103,2,4,363,6,ACCELERATING,false,0,3,2,5,1,,,4,0,-50
104,2,4,369,6,USED_BOOST,true,5,3,1,6,1,,,4,0,-42
105,2,4,375,6,USED_BOOST,true,5,3,0,6,1,,,5,0,-34
106,2,4,381,6,ACCELERATING,true,4,3,0,6,1,,,5,0,-34
107,2,4,387,6,USED_LIZARD,true,3,3,0,6,0,,,5,0,-34
108,2,4,393,6,ACCELERATING,true,2,3,0,6,0,,,5,0,-34
109,2,4,399,0,HIT_WALL,false,0,5,0,6,0,,,5,0,-39
110,2,4,399,0,FIXED_CAR,false,0,3,0,6,0,,,5,0,-39
111,2,4,402,3,ACCELERATING,false,0,3,0,6,0,,,5,0,-39
112,2,4,408,6,ACCELERATING,false,0,3,0,6,0,,,5,0,-39
113,2,4,414,3,HIT_MUD,false,0,4,0,6,0,,,5,0,-42
114,2,4,417,3,ACCELERATING,false,0,4,0,6,0,,,5,0,-42
115,2,4,420,3,ACCELERATING,false,0,4,0,6,0,,,5,0,-42
116,2,4,423,0,HIT_MUD,false,0,5,0,6,0,,,5,0,-45
117,2,4,423,0,FIXED_CAR,false,0,3,0,6,0,,,5,0,-45
118,2,4,426,3,ACCELERATING,false,0,3,0,7,0,,,5,0,-41
119,2,4,432,6,ACCELERATING,false,0,3,0,7,0,,,5,1,-37
120,2,4,438,6,ACCELERATING,false,0,3,0,7,0,,,5,1,-37
121,2,4,444,6,ACCELERATING,false,0,3,1,7,0,,,5,1,-33
122,2,4,450,6,USED_BOOST,true,5,3,0,7,0,,,5,1,-29
123,2,4,456,6,ACCELERATING,true,4,3,0,7,0,,,5,1,-29
124,2,4,462,6,ACCELERATING,true,3,3,0,7,0,,,5,1,-29
125,2,4,468,6,ACCELERATING,true,2,3,0,7,0,,,6,1,-25
126,2,4,474,6,ACCELERATING,true,1,3,0,7,0,,,6,1,-25
127,2,4,480,6,ACCELERATING,false,0,3,0,7,0,,,6,1,-25
128,2,4,486,6,ACCELERATING,false,0,3,0,7,0,,,6,1,-25
129,2,4,492,6,ACCELERATING,false,0,3,0,7,0,,,7,1,-21
130,2,4,498,6,ACCELERATING,false,0,3,0,7,0,,,7,1,-21
131,2,4,504,0,HIT_MUD,false,0,5,0,7,0,,,7,1,-27
132,2,4,504,0,FIXED_CAR,false,0,3,0,7,0,,,7,1,-27
133,2,4,507,3,ACCELERATING,false,0,3,0,7,0,,,7,1,-27
134,2,4,513,6,ACCELERATING,false,0,3,1,7,0,,,7,2,-19
