Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,1,1,24,9,ACCELERATING,false,0,0,0,1,0,,,0,0,4
5,1,1,33,9,NOTHING,false,0,0,0,1,0,,,0,0,4
6,1,1,42,9,NOTHING,false,0,0,0,1,0,,,0,0,4
7,1,2,50,9,TURNING_RIGHT,false,0,0,0,1,0,,,0,0,4
8,1,2,59,9,NOTHING,false,0,0,0,1,0,,,0,0,4
9,1,2,68,9,NOTHING,false,0,0,0,1,1,,,0,0,8
10,1,2,77,9,NOTHING,false,0,0,0,2,1,,,0,0,12
11,1,2,86,9,NOTHING,false,0,0,0,2,1,,,0,0,12
12,1,2,95,9,NOTHING,false,0,0,0,2,1,,,0,0,12
13,1,2,104,9,NOTHING,false,0,0,0,2,3,,,0,0,20
14,1,2,113,3,HIT_WALL,false,0,2,0,2,3,,,0,0,15
15,1,2,119,6,ACCELERATING,false,0,2,0,2,3,,,0,1,19
16,1,2,127,8,ACCELERATING,false,0,2,0,2,3,,,0,1,19
17,1,2,135,8,ACCELERATING,false,0,2,0,2,3,,,0,1,19
18,1,2,143,8,ACCELERATING,false,0,2,0,2,3,,,0,1,19
19,1,1,150,8,TURNING_LEFT,false,0,2,0,2,3,,,0,1,19
20,1,1,158,8,ACCELERATING,false,0,2,0,2,3,,,0,1,19
21,1,1,166,8,ACCELERATING,false,0,2,0,2,3,,,0,1,19
22,1,1,174,8,ACCELERATING,false,0,2,0,2,3,,,0,1,19
23,1,2,181,8,TURNING_RIGHT,false,0,2,0,3,3,,,0,1,23
24,1,2,189,8,ACCELERATING,false,0,2,0,3,3,,,0,1,23
25,1,2,197,8,ACCELERATING,false,0,2,0,3,3,,,0,1,23
26,1,2,205,8,ACCELERATING,false,0,2,0,4,3,,,0,1,27
27,1,2,213,8,ACCELERATING,false,0,2,0,4,3,,,0,1,27
28,1,2,221,8,ACCELERATING,false,0,2,0,4,3,,,0,1,27
29,1,2,229,8,ACCELERATING,false,0,2,0,5,3,,,0,1,31
30,1,2,237,8,ACCELERATING,false,0,2,0,5,3,,,0,2,35
31,1,3,244,8,TURNING_RIGHT,false,0,2,0,5,3,,,1,3,43
