Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,1,1,24,8,HIT_MUD,false,0,1,0,1,0,,,0,0,1
5,1,1,33,9,ACCELERATING,false,0,1,0,1,0,,,0,0,1
6,1,1,42,9,USED_OIL,false,0,1,0,0,0,,,0,0,5
7,1,1,51,9,ACCELERATING,false,0,1,0,0,0,,,0,0,5
8,1,1,60,9,ACCELERATING,false,0,1,0,0,0,,,1,1,13
9,1,1,69,9,USED_EMP,false,0,1,0,0,0,,,1,0,17
10,1,1,78,9,ACCELERATING,false,0,1,0,0,0,,,1,0,17
11,1,1,87,8,HIT_MUD,false,0,2,0,0,0,,,1,0,14
12,1,1,95,8,ACCELERATING,false,0,2,0,0,0,,,1,0,14
13,1,1,103,3,HIT_MUD,false,0,4,0,0,0,,,1,0,8
14,1,1,106,3,ACCELERATING,false,0,4,0,0,0,,,1,0,8
15,1,1,109,3,ACCELERATING,false,0,4,0,0,0,,,1,0,8
16,1,1,112,3,ACCELERATING,false,0,4,0,0,0,,,1,0,8
17,1,1,115,3,ACCELERATING,false,0,4,0,0,0,,,1,0,8
18,1,1,118,3,ACCELERATING,false,0,4,0,0,0,,,1,0,8
19,1,1,121,3,ACCELERATING,false,0,4,0,0,0,,,1,0,8
20,1,1,124,3,ACCELERATING,false,0,4,0,0,0,,,1,0,8
21,1,1,127,0,HIT_MUD,false,0,5,0,0,0,,,1,0,5
22,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
23,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
24,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
25,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
26,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
27,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
28,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
29,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
30,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
31,1,1,127,0,ACCELERATING,false,0,5,0,0,0,,,1,0,5
