Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,1,0,4
4,2,4,24,9,ACCELERATING,false,0,0,0,0,0,,,1,0,4
5,2,4,33,3,HIT_WALL,false,0,2,0,1,0,,,1,0,3
6,2,4,39,3,HIT_MUD,false,0,3,0,1,0,,,1,0,0
7,2,4,45,0,HIT_WALL,false,0,5,0,1,0,,,1,0,-5
8,2,4,45,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-5
9,2,4,48,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-5
10,2,4,54,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-5
11,2,4,60,6,ACCELERATING,false,0,3,0,1,1,,,1,0,-1
12,2,4,66,6,ACCELERATING,false,0,3,0,1,1,,,1,0,-1
13,2,4,72,3,HIT_MUD,false,0,4,0,1,0,,,1,0,-4
14,2,4,75,0,HIT_MUD,false,0,5,0,1,0,,,1,0,-10
15,2,4,75,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-10
16,2,4,78,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-10
17,2,4,84,6,ACCELERATING,false,0,3,1,2,0,,,1,0,-2
18,2,4,90,6,USED_BOOST,true,5,3,1,2,0,,,1,0,6
19,2,4,96,6,USED_BOOST,true,5,3,0,2,0,,,1,0,10
20,2,4,102,0,HIT_WALL,false,0,5,0,2,0,,,1,0,5
21,2,4,102,0,FIXED_CAR,false,0,3,0,2,0,,,1,0,5
22,2,4,105,3,ACCELERATING,false,0,3,0,2,0,,,1,0,5
23,2,4,111,3,HIT_MUD,false,0,4,0,2,0,,,1,0,2
24,2,4,114,3,ACCELERATING,false,0,4,0,2,0,,,1,0,2
25,2,4,117,3,ACCELERATING,false,0,4,0,2,0,,,1,0,2
26,2,4,120,3,ACCELERATING,false,0,4,0,2,0,,,1,0,2
27,2,4,123,3,ACCELERATING,false,0,4,0,2,0,,,1,1,6
28,2,4,126,3,ACCELERATING,false,0,4,0,2,0,,,1,1,6
29,2,4,129,3,ACCELERATING,false,0,4,1,2,0,,,1,1,10
30,2,4,132,3,ACCELERATING,false,0,4,1,2,0,,,1,2,14
31,2,4,135,0,HIT_WALL,false,0,5,1,2,0,,,1,2,9
32,2,4,135,0,FIXED_CAR,false,0,3,1,2,0,,,1,2,9
33,2,4,138,3,ACCELERATING,false,0,3,1,2,0,,,1,2,9
34,2,4,144,6,ACCELERATING,false,0,3,1,2,0,,,1,2,9
35,2,4,150,6,USED_BOOST,true,5,3,0,2,0,,,1,2,13
36,2,4,156,0,HIT_WALL,false,0,5,0,2,0,,,1,2,8
37,2,4,156,0,FIXED_CAR,false,0,3,0,2,0,,,1,2,8
38,2,4,159,3,ACCELERATING,false,0,3,0,3,0,,,1,2,12
39,2,4,165,6,ACCELERATING,false,0,3,0,3,0,,,1,2,12
40,2,4,171,6,ACCELERATING,false,0,3,0,3,0,,,1,3,16
41,2,4,177,6,ACCELERATING,false,0,3,0,3,0,,,1,3,16
42,2,4,183,0,HIT_WALL,false,0,5,0,3,0,,,1,3,11
43,2,4,183,0,FIXED_CAR,false,0,3,0,3,0,,,1,3,11
44,2,4,186,3,ACCELERATING,false,0,3,0,3,0,,,1,3,11
45,2,4,192,6,ACCELERATING,false,0,3,0,3,0,,,1,3,11
46,2,4,198,3,HIT_MUD,false,0,4,0,3,0,,,1,3,8
47,2,4,201,3,ACCELERATING,false,0,4,0,3,0,,,1,3,8
48,2,4,204,0,HIT_WALL,false,0,5,0,3,0,,,1,3,3
49,2,4,204,0,FIXED_CAR,false,0,3,0,3,0,,,1,3,3
50,2,4,207,3,ACCELERATING,false,0,3,0,3,0,,,1,3,3
51,2,4,213,0,HIT_WALL,false,0,5,0,3,0,,,2,3,-4
52,2,4,213,0,FIXED_CAR,false,0,3,0,3,0,,,2,3,-4
53,2,4,216,3,ACCELERATING,false,0,3,0,3,0,,,2,3,-4
54,2,4,222,6,ACCELERATING,false,0,3,0,3,0,,,2,3,-4
55,2,4,228,6,ACCELERATING,false,0,3,0,3,0,,,2,3,-4
56,2,4,234,3,HIT_MUD,false,0,4,0,3,0,,,2,3,-7
57,2,4,237,3,ACCELERATING,false,0,4,0,3,0,,,2,3,-7
58,2,4,240,3,ACCELERATING,false,0,4,0,3,0,,,2,3,-7
59,2,4,243,3,ACCELERATING,false,0,4,0,3,0,,,2,3,-7
60,2,4,246,3,ACCELERATING,false,0,4,0,3,0,,,2,3,-7
61,2,4,249,3,ACCELERATING,false,0,4,0,3,0,,,3,3,-3
62,2,4,252,3,ACCELERATING,false,0,4,1,3,0,,,3,3,1
63,2,4,255,3,ACCELERATING,false,0,4,1,3,0,,,3,3,1
64,2,4,258,3,ACCELERATING,false,0,4,1,3,0,,,3,3,1
65,2,4,261,0,HIT_MUD,false,0,5,1,3,0,,,3,3,-5
66,2,4,261,0,FIXED_CAR,false,0,3,1,3,0,,,3,3,-5
67,2,4,264,3,ACCELERATING,false,0,3,1,3,0,,,3,3,-5
68,2,4,270,0,HIT_MUD,false,0,5,1,3,0,,,3,3,-11
69,2,4,270,0,FIXED_CAR,false,0,3,1,3,0,,,3,3,-11
70,2,4,273,3,ACCELERATING,false,0,3,1,3,0,,,3,3,-11
71,2,4,279,3,HIT_MUD,false,0,4,1,3,0,,,3,3,-14
72,2,4,282,3,ACCELERATING,false,0,4,1,3,0,,,3,3,-14
73,2,4,285,0,HIT_WALL,false,0,5,1,3,0,,,3,3,-19
74,2,4,285,0,FIXED_CAR,false,0,3,1,3,0,,,3,3,-19
75,2,4,288,3,ACCELERATING,false,0,3,1,3,0,,,3,3,-19
76,2,4,294,3,HIT_MUD,false,0,4,1,3,0,,,3,3,-22
77,2,4,297,3,ACCELERATING,false,0,4,1,3,0,,,3,3,-22
78,2,4,300,3,ACCELERATING,false,0,4,1,3,0,,,4,3,-18
79,2,4,303,3,ACCELERATING,false,0,4,1,3,0,,,4,3,-18
80,2,4,306,3,ACCELERATING,false,0,4,2,3,0,,,4,3,-14
81,2,4,309,3,ACCELERATING,false,0,4,2,3,0,,,4,3,-14
82,2,4,312,3,ACCELERATING,false,0,4,2,3,0,,,4,3,-14
83,2,4,315,3,ACCELERATING,false,0,4,2,3,0,,,4,3,-14
84,2,4,318,0,HIT_MUD,false,0,5,2,3,0,,,4,3,-17
85,2,4,318,0,FIXED_CAR,false,0,3,2,3,0,,,4,3,-17
86,2,4,321,3,ACCELERATING,false,0,3,2,3,0,,,4,3,-17
87,2,4,327,6,ACCELERATING,false,0,3,3,3,0,,,4,3,-13
88,2,4,333,6,USED_BOOST,true,5,3,2,3,0,,,4,3,-9
89,2,4,339,6,USED_BOOST,true,5,3,1,3,0,,,4,3,-5
90,2,4,345,6,USED_BOOST,true,5,3,0,3,0,,,4,3,-1
91,2,4,351,6,ACCELERATING,true,4,3,0,3,0,,,4,3,-1
92,2,4,357,6,ACCELERATING,true,3,3,0,3,0,,,4,3,-1
93,2,4,363,3,HIT_MUD,false,0,4,0,3,0,,,4,3,-4
94,2,4,366,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
95,2,4,369,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
96,2,4,372,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
97,2,4,375,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
98,2,4,378,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
99,2,4,381,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
100,2,4,384,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
101,2,4,387,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
102,2,4,390,3,ACCELERATING,false,0,4,0,3,0,,,5,3,0
103,2,4,393,0,HIT_MUD,false,0,5,0,3,0,,,5,3,-3
104,2,4,393,0,FIXED_CAR,false,0,3,0,3,0,,,5,3,-3
105,2,4,396,3,ACCELERATING,false,0,3,0,3,0,,,5,3,-3
106,2,4,402,3,HIT_MUD,false,0,4,0,3,0,,,5,3,-6
107,2,4,405,3,ACCELERATING,false,0,4,0,3,0,,,5,3,-6
108,2,4,408,3,ACCELERATING,false,0,4,0,4,0,,,5,3,-2
109,2,4,411,0,HIT_MUD,false,0,5,0,4,0,,,5,3,-5
110,2,4,411,0,FIXED_CAR,false,0,3,0,4,0,,,5,3,-5
111,2,4,414,3,ACCELERATING,false,0,3,0,4,0,,,5,3,-5
112,2,4,420,6,ACCELERATING,false,0,3,0,4,0,,,5,4,-1
113,2,4,426,3,HIT_MUD,false,0,4,1,4,0,,,5,4,0
114,2,4,429,3,ACCELERATING,false,0,4,1,4,0,,,5,4,0
115,2,4,432,0,HIT_WALL,false,0,5,1,4,0,,,5,4,-8
116,2,4,432,0,FIXED_CAR,false,0,3,1,4,0,,,5,4,-8
117,2,4,435,3,ACCELERATING,false,0,3,1,4,0,,,5,4,-8
118,2,4,441,6,ACCELERATING,false,0,3,1,4,0,,,5,4,-8
119,2,4,447,6,USED_BOOST,true,5,3,0,4,0,,,5,4,-4
120,2,4,453,3,HIT_MUD,false,0,4,0,4,0,,,5,4,-7
121,2,4,456,3,ACCELERATING,false,0,4,0,4,0,,,5,4,-7
122,2,4,459,3,ACCELERATING,false,0,4,0,4,0,,,5,4,-7
123,2,4,462,3,ACCELERATING,false,0,4,0,4,0,,,6,4,-3
124,2,4,465,0,HIT_MUD,false,0,5,0,4,0,,,6,4,-6
125,2,4,465,0,FIXED_CAR,false,0,3,0,4,0,,,6,4,-6
126,2,4,468,3,ACCELERATING,false,0,3,0,4,0,,,6,4,-6
127,2,4,474,6,ACCELERATING,false,0,3,0,4,0,,,7,4,-2
128,2,4,480,6,ACCELERATING,false,0,3,0,4,0,,,7,4,-2
129,2,4,486,6,ACCELERATING,false,0,3,0,4,0,,,7,4,-2
130,2,4,492,0,HIT_WALL,false,0,5,0,4,0,,,7,4,-7
131,2,4,492,0,FIXED_CAR,false,0,3,0,4,0,,,7,4,-7
132,2,4,495,3,ACCELERATING,false,0,3,0,4,0,,,7,4,-7
133,2,4,501,3,HIT_MUD,false,0,4,0,4,0,,,7,4,-10
134,2,4,504,3,ACCELERATING,false,0,4,0,4,0,,,7,4,-10
135,2,4,507,3,ACCELERATING,false,0,4,0,4,0,,,7,4,-10
