Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,1,1,24,9,ACCELERATING,false,0,0,0,0,0,,,0,1,4
5,1,1,33,9,USED_EMP,false,0,0,0,0,0,,,0,0,8
6,1,1,42,9,ACCELERATING,false,0,0,0,0,0,,,0,0,8
7,1,1,51,8,HIT_MUD,false,0,1,0,0,0,,,0,0,5
8,1,1,60,8,HIT_MUD,false,0,2,0,0,0,,,0,2,10
9,1,1,68,0,HIT_WALL,false,0,5,0,0,0,,,1,2,6
10,1,1,68,0,FIXED_CAR,false,0,3,0,0,0,,,1,2,6
11,1,1,71,3,HIT_MUD,false,0,4,0,0,0,,,1,2,3
12,1,1,74,0,HIT_WALL,false,0,5,0,0,0,,,1,2,-2
13,1,1,74,0,FIXED_CAR,false,0,3,0,0,0,,,1,2,-2
14,1,1,77,3,ACCELERATING,false,0,3,0,0,0,,,1,2,-2
15,1,1,83,6,ACCELERATING,false,0,3,0,0,0,,,1,2,-2
16,1,1,89,6,ACCELERATING,false,0,3,0,0,0,,,1,2,-2
17,1,1,95,6,ACCELERATING,false,0,3,0,0,1,,,1,2,2
18,1,1,101,3,HIT_MUD,false,0,4,0,0,0,,,1,2,-1
19,1,1,104,3,ACCELERATING,false,0,4,0,0,0,,,1,2,-1
20,1,1,107,3,ACCELERATING,false,0,4,0,0,0,,,1,2,-1
21,1,1,110,3,ACCELERATING,false,0,4,0,0,0,,,1,2,-1
22,1,1,113,3,ACCELERATING,false,0,4,0,0,0,,,1,2,-1
23,1,1,116,0,HIT_MUD,false,0,5,0,0,0,,,1,2,-4
24,1,1,116,0,FIXED_CAR,false,0,3,0,0,0,,,1,2,-4
25,1,1,119,3,ACCELERATING,false,0,3,0,1,0,,,1,2,0
26,1,1,125,6,ACCELERATING,false,0,3,0,1,1,,,1,2,4
27,1,1,131,3,HIT_MUD,false,0,4,0,1,0,,,1,2,1
28,1,1,134,3,ACCELERATING,false,0,4,0,1,0,,,1,2,1
29,1,1,137,3,ACCELERATING,false,0,4,0,1,0,,,1,2,1
30,1,1,140,0,HIT_MUD,false,0,5,0,1,1,,,1,2,2
