Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,6,HIT_MUD,false,0,1,1,0,0,,,0,0,1
4,1,1,24,3,HIT_WALL,false,0,4,0,0,1,,,0,0,1
5,1,1,27,3,ACCELERATING,false,0,4,0,0,1,,,0,1,5
6,1,1,30,3,ACCELERATING,false,0,4,0,1,1,,,0,1,9
7,1,1,33,3,ACCELERATING,false,0,4,0,2,1,,,0,1,13
8,1,1,36,3,ACCELERATING,false,0,4,0,2,1,,,0,1,13
9,1,1,39,3,ACCELERATING,false,0,4,0,2,1,,,0,1,13
10,1,1,42,0,HIT_MUD,false,0,5,0,2,1,,,0,1,10
11,1,1,42,0,FIXED_CAR,false,0,3,0,2,1,,,0,1,10
12,1,1,45,0,HIT_MUD,false,0,5,0,2,1,,,0,1,1
13,1,1,45,0,FIXED_CAR,false,0,3,0,2,1,,,0,1,1
14,1,1,48,3,ACCELERATING,false,0,3,1,2,1,,,0,1,5
15,1,1,54,6,ACCELERATING,false,0,3,1,2,1,,,0,1,5
16,1,1,60,3,HIT_MUD,false,0,4,1,2,0,,,0,1,2
17,1,1,63,3,ACCELERATING,false,0,4,1,2,0,,,0,1,2
18,1,1,66,3,ACCELERATING,false,0,4,1,2,0,,,0,1,2
19,1,1,69,3,ACCELERATING,false,0,4,1,2,0,,,0,1,2
20,1,1,72,3,ACCELERATING,false,0,4,1,2,0,,,0,1,2
21,1,1,75,3,ACCELERATING,false,0,4,1,2,0,,,0,1,2
22,1,1,78,0,HIT_MUD,false,0,5,1,2,0,,,0,1,-1
23,1,1,78,0,FIXED_CAR,false,0,3,1,2,0,,,0,1,-1
24,1,1,81,3,HIT_MUD,false,0,4,1,2,0,,,0,1,-4
25,1,1,84,3,ACCELERATING,false,0,4,1,2,0,,,0,1,-4
26,1,1,87,3,ACCELERATING,false,0,4,1,2,0,,,0,1,-4
27,1,1,90,3,ACCELERATING,false,0,4,1,2,0,,,0,1,-4
28,1,1,93,3,ACCELERATING,false,0,4,1,2,0,,,0,1,-4
29,1,1,96,3,ACCELERATING,false,0,4,1,2,0,,,0,1,-4
30,1,1,99,3,ACCELERATING,false,0,4,1,2,0,,,0,1,-4
31,1,1,102,3,ACCELERATING,false,0,4,1,2,0,,,0,1,-4
