Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,6,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
4,2,4,23,3,HIT_WALL,false,0,4,0,0,1,,,1,0,-3
5,2,4,26,3,ACCELERATING,false,0,4,0,0,1,,,1,0,-3
6,2,4,29,3,ACCELERATING,false,0,4,0,0,1,,,1,0,-3
7,2,4,32,3,ACCELERATING,false,0,4,0,0,1,,,1,0,-3
8,2,4,35,3,ACCELERATING,false,0,4,0,0,1,,,1,0,-3
9,2,4,38,0,HIT_MUD,false,0,5,0,0,1,,,2,0,-2
10,2,4,38,0,FIXED_CAR,false,0,3,0,0,1,,,2,0,-2
11,2,4,41,3,ACCELERATING,false,0,3,0,0,1,,,2,0,-2
12,2,4,47,6,ACCELERATING,false,0,3,0,0,2,,,2,0,2
13,2,4,53,6,ACCELERATING,false,0,3,0,0,2,,,2,0,2
14,2,4,59,6,USED_LIZARD,false,0,3,0,0,1,,,2,0,2
15,2,4,65,6,USED_LIZARD,false,0,3,0,0,0,,,2,0,2
16,2,4,71,0,HIT_WALL,false,0,5,0,0,0,,,2,0,-3
17,2,4,71,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-3
18,2,4,74,0,HIT_WALL,false,0,5,0,0,0,,,2,0,-8
19,2,4,74,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-8
20,2,4,77,3,ACCELERATING,false,0,3,0,0,0,,,2,0,-8
21,2,4,83,6,ACCELERATING,false,0,3,0,0,0,,,2,0,-8
22,2,4,89,3,HIT_MUD,false,0,4,0,0,0,,,2,0,-11
23,2,4,92,3,ACCELERATING,false,0,4,0,0,0,,,2,0,-11
24,2,4,95,0,HIT_MUD,false,0,5,0,0,0,,,2,0,-17
25,2,4,95,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-17
26,2,4,98,0,HIT_WALL,false,0,5,0,0,0,,,2,0,-22
27,2,4,98,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-22
28,2,4,101,3,ACCELERATING,false,0,3,0,0,0,,,2,0,-22
29,2,4,107,6,ACCELERATING,false,0,3,0,0,0,,,2,0,-22
30,2,4,113,3,HIT_MUD,false,0,4,0,0,0,,,2,0,-25
31,2,4,116,3,ACCELERATING,false,0,4,0,0,0,,,2,0,-25
32,2,4,119,0,HIT_MUD,false,0,5,0,0,0,,,2,0,-28
33,2,4,119,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,-28
34,2,4,122,3,ACCELERATING,false,0,3,0,0,1,,,2,0,-24
35,2,4,128,6,ACCELERATING,false,0,3,0,0,1,,,3,0,-20
36,2,4,134,6,USED_LIZARD,false,0,3,0,0,0,,,3,0,-20
37,2,4,140,6,ACCELERATING,false,0,3,0,0,0,,,3,0,-20
38,2,4,146,6,ACCELERATING,false,0,3,0,0,0,,,4,0,-16
39,2,4,152,6,ACCELERATING,false,0,3,0,0,0,,,4,0,-16
40,2,4,158,6,ACCELERATING,false,0,3,0,0,1,,,4,0,-12
41,2,4,164,6,USED_LIZARD,false,0,3,0,0,0,,,4,0,-12
42,2,4,170,3,HIT_MUD,false,0,4,0,0,0,,,4,0,-15
43,2,4,173,0,HIT_MUD,false,0,5,0,0,0,,,4,0,-21
44,2,4,173,0,FIXED_CAR,false,0,3,0,0,0,,,4,0,-21
45,2,4,176,3,ACCELERATING,false,0,3,0,0,0,,,4,1,-17
46,2,4,182,6,ACCELERATING,false,0,3,0,0,0,,,4,1,-17
47,2,4,188,6,ACCELERATING,false,0,3,0,0,0,,,4,1,-17
48,2,4,194,3,HIT_MUD,false,0,4,0,0,0,,,4,1,-20
49,2,4,197,0,HIT_MUD,false,0,5,0,0,0,,,4,1,-23
50,2,4,197,0,FIXED_CAR,false,0,3,0,0,0,,,4,1,-23
51,2,4,200,3,ACCELERATING,false,0,3,1,0,0,,,4,1,-19
52,2,4,206,6,ACCELERATING,false,0,3,1,0,0,,,4,1,-19
53,2,4,212,0,HIT_MUD,false,0,5,0,0,0,,,4,1,-21
54,2,4,212,0,FIXED_CAR,false,0,3,0,0,0,,,4,1,-21
55,2,4,215,3,ACCELERATING,false,0,3,0,0,0,,,4,1,-21
56,2,4,221,6,ACCELERATING,false,0,3,0,0,0,,,4,1,-21
57,2,4,227,6,ACCELERATING,false,0,3,0,1,0,,,4,1,-17
58,2,4,233,3,HIT_MUD,false,0,4,0,1,0,,,4,1,-20
59,2,4,236,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-20
60,2,4,239,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-20
61,2,4,242,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-20
62,2,4,245,0,HIT_MUD,false,0,5,0,1,0,,,4,1,-23
63,2,4,245,0,FIXED_CAR,false,0,3,0,1,0,,,4,1,-23
64,2,4,248,3,ACCELERATING,false,0,3,0,1,0,,,4,1,-23
65,2,4,254,6,ACCELERATING,false,0,3,0,1,0,,,4,1,-23
66,2,4,260,6,ACCELERATING,false,0,3,0,1,0,,,4,1,-23
67,2,4,266,6,ACCELERATING,false,0,3,0,1,0,,,4,1,-23
68,2,4,272,3,HIT_MUD,false,0,4,0,1,0,,,4,1,-26
69,2,4,275,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-26
70,2,4,278,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-26
71,2,4,281,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-26
72,2,4,284,0,HIT_MUD,false,0,5,0,1,0,,,4,1,-29
73,2,4,284,0,FIXED_CAR,false,0,3,0,1,0,,,4,1,-29
74,2,4,287,3,ACCELERATING,false,0,3,0,1,0,,,4,1,-29
75,2,4,293,3,HIT_MUD,false,0,4,0,1,0,,,4,1,-32
76,2,4,296,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-32
77,2,4,299,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-32
78,2,4,302,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-32
79,2,4,305,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-32
80,2,4,308,3,ACCELERATING,false,0,4,0,1,0,,,4,1,-32
81,2,4,311,0,HIT_MUD,false,0,5,0,1,0,,,4,1,-35
82,2,4,311,0,FIXED_CAR,false,0,3,0,1,0,,,4,1,-35
83,2,4,314,3,ACCELERATING,false,0,3,0,1,0,,,4,1,-35
84,2,4,320,6,ACCELERATING,false,0,3,0,1,0,,,4,1,-35
85,2,4,326,6,ACCELERATING,false,0,3,0,1,0,,,4,1,-35
86,2,4,332,3,HIT_MUD,false,0,4,0,1,0,,,4,1,-38
87,2,4,335,0,HIT_MUD,false,0,5,0,1,0,,,4,1,-41
88,2,4,335,0,FIXED_CAR,false,0,3,0,1,0,,,4,1,-41
89,2,4,338,3,ACCELERATING,false,0,3,0,1,0,,,4,1,-41
90,2,4,344,6,ACCELERATING,false,0,3,0,1,0,,,4,1,-41
91,2,4,350,6,ACCELERATING,false,0,3,0,2,0,,,5,1,-33
92,2,4,356,6,ACCELERATING,false,0,3,0,2,0,,,5,1,-33
93,2,4,362,6,ACCELERATING,false,0,3,1,2,1,,,5,1,-25
94,2,4,368,6,USED_BOOST,true,5,3,0,2,1,,,5,1,-21
95,2,4,374,0,HIT_WALL,false,0,5,0,2,1,,,5,1,-26
96,2,4,374,0,FIXED_CAR,false,0,3,0,2,1,,,5,1,-26
97,2,4,377,3,ACCELERATING,false,0,3,0,2,1,,,5,2,-22
98,2,4,383,3,HIT_MUD,false,0,4,0,2,1,,,5,2,-25
99,2,4,386,3,ACCELERATING,false,0,4,0,2,1,,,5,2,-25
100,2,4,389,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
101,2,4,392,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
102,2,4,395,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
103,2,4,398,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
104,2,4,401,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
105,2,4,404,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
106,2,4,407,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
107,2,4,410,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
108,2,4,413,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
109,2,4,416,3,ACCELERATING,false,0,4,0,2,1,,,6,2,-21
110,2,4,419,3,ACCELERATING,false,0,4,0,2,1,,,6,3,-17
111,2,4,422,3,ACCELERATING,false,0,4,0,2,2,,,6,3,-13
112,2,4,425,0,HIT_MUD,false,0,5,0,2,2,,,6,3,-16
113,2,4,425,0,FIXED_CAR,false,0,3,0,2,2,,,6,3,-16
114,2,4,428,3,ACCELERATING,false,0,3,0,2,2,,,6,3,-16
115,2,4,434,6,ACCELERATING,false,0,3,0,2,2,,,6,3,-16
116,2,4,440,6,ACCELERATING,false,0,3,0,2,2,,,6,3,-16
117,2,4,446,6,ACCELERATING,false,0,3,0,2,2,,,6,3,-16
118,2,4,452,6,ACCELERATING,false,0,3,0,2,2,,,6,3,-16
119,2,4,458,6,ACCELERATING,false,0,3,0,2,2,,,6,3,-16
120,2,4,464,6,ACCELERATING,false,0,3,0,2,2,,,6,3,-16
121,2,4,470,6,ACCELERATING,false,0,3,0,3,2,,,6,3,-12
122,2,4,476,6,USED_LIZARD,false,0,3,0,3,1,,,6,3,-12
123,2,4,482,6,USED_LIZARD,false,0,3,0,4,0,,,6,3,-8
124,2,4,488,6,ACCELERATING,false,0,3,0,4,0,,,6,3,-8
125,2,4,494,3,HIT_MUD,false,0,4,0,4,0,,,6,3,-11
126,2,4,497,3,ACCELERATING,false,0,4,0,4,0,,,6,3,-11
127,2,4,500,3,ACCELERATING,false,0,4,0,4,0,,,6,3,-11
128,2,4,503,3,ACCELERATING,false,0,4,0,4,0,,,6,3,-11
129,2,4,506,3,ACCELERATING,false,0,4,0,4,0,,,6,3,-11
130,2,4,509,3,ACCELERATING,false,0,4,0,4,0,,,6,3,-11
131,2,4,512,3,ACCELERATING,false,0,4,0,4,0,,,6,3,-11
132,2,4,515,0,HIT_MUD,false,0,5,0,4,0,,,6,3,-14
133,2,4,515,0,FIXED_CAR,false,0,3,0,4,0,,,6,3,-14
134,2,4,518,3,HIT_MUD,false,0,4,0,5,0,,,6,3,-13
