Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,6,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
4,1,1,20,3,HIT_MUD,false,0,2,0,0,0,,,0,0,-6
5,1,1,26,6,ACCELERATING,false,0,2,0,0,0,,,0,0,-6
6,1,1,34,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-12
7,1,1,37,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-8
8,1,1,40,0,HIT_MUD,false,0,5,0,0,1,,,0,0,-11
9,1,1,40,0,FIXED_CAR,false,0,3,0,0,1,,,0,0,-11
10,1,1,43,3,ACCELERATING,false,0,3,0,0,1,,,0,0,-11
11,1,1,49,6,ACCELERATING,false,0,3,0,0,1,,,0,0,-11
12,1,1,55,6,ACCELERATING,false,0,3,0,0,1,,,0,0,-11
13,1,1,61,6,ACCELERATING,false,0,3,0,0,1,,,0,0,-11
14,1,1,67,6,ACCELERATING,false,0,3,0,1,2,,,0,0,-3
15,1,1,73,6,USED_LIZARD,false,0,3,0,1,1,,,0,0,-3
16,1,1,79,6,ACCELERATING,false,0,3,0,1,1,,,0,0,-3
17,1,1,85,6,ACCELERATING,false,0,3,0,1,2,,,0,0,1
18,1,1,91,6,ACCELERATING,false,0,3,0,1,2,,,0,0,1
19,1,1,97,6,ACCELERATING,false,0,3,0,1,2,,,0,0,1
20,1,1,103,6,ACCELERATING,false,0,3,0,1,2,,,0,0,1
21,1,1,109,6,ACCELERATING,false,0,3,0,1,2,,,0,0,1
22,1,1,115,6,ACCELERATING,false,0,3,0,1,2,,,0,0,1
23,1,1,121,6,ACCELERATING,false,0,3,0,1,3,,,0,0,5
24,1,1,127,6,ACCELERATING,false,0,3,0,1,3,,,0,0,5
25,1,1,133,6,ACCELERATING,false,0,3,0,1,3,,,0,0,5
26,1,1,139,6,ACCELERATING,false,0,3,0,1,4,,,0,0,9
27,1,1,145,6,ACCELERATING,false,0,3,0,1,4,,,0,0,9
28,1,1,151,6,ACCELERATING,false,0,3,0,1,4,,,0,0,9
29,1,1,157,6,ACCELERATING,false,0,3,0,1,4,,,0,0,9
30,1,1,163,6,USED_LIZARD,false,0,3,0,1,3,,,0,0,9
