Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,3,HIT_WALL,false,0,2,0,0,0,,,0,0,-5
4,2,4,21,3,HIT_MUD,false,0,3,0,0,0,,,0,0,-8
5,2,4,27,6,ACCELERATING,false,0,3,0,2,0,,,0,0,0
6,2,4,33,6,ACCELERATING,false,0,3,0,3,0,,,0,0,4
7,2,4,39,6,ACCELERATING,false,0,3,0,3,0,,,0,0,4
8,2,4,45,6,ACCELERATING,false,0,3,0,4,0,,,0,0,8
9,2,4,51,6,ACCELERATING,false,0,3,0,4,0,,,0,0,8
10,2,4,57,6,ACCELERATING,false,0,3,0,4,0,,,0,1,12
11,2,4,63,6,ACCELERATING,false,0,3,0,4,0,,,0,1,12
12,2,4,69,6,ACCELERATING,false,0,3,0,4,1,,,0,1,16
13,2,4,75,6,ACCELERATING,false,0,3,0,4,1,,,0,1,16
14,2,4,81,0,HIT_WALL,false,0,5,0,4,1,,,0,1,11
15,2,4,81,0,FIXED_CAR,false,0,3,0,4,1,,,0,1,11
16,2,4,84,3,ACCELERATING,false,0,3,0,4,1,,,0,1,11
17,2,4,90,6,ACCELERATING,false,0,3,0,4,1,,,0,1,11
18,2,4,96,6,ACCELERATING,false,0,3,0,4,1,,,0,1,11
19,2,4,102,6,USED_LIZARD,false,0,3,0,4,0,,,0,1,11
20,2,4,108,6,ACCELERATING,false,0,3,0,4,0,,,0,1,11
21,2,4,114,6,ACCELERATING,false,0,3,0,4,0,,,0,1,11
22,2,4,120,3,HIT_MUD,false,0,4,0,4,0,,,0,1,8
23,2,4,123,3,ACCELERATING,false,0,4,0,4,0,,,0,1,8
24,2,4,126,3,ACCELERATING,false,0,4,0,4,0,,,0,1,8
25,2,4,129,3,ACCELERATING,false,0,4,0,4,0,,,0,1,8
26,2,4,132,3,ACCELERATING,false,0,4,0,4,0,,,0,1,8
27,2,4,135,3,ACCELERATING,false,0,4,0,4,0,,,0,1,8
28,2,4,138,3,ACCELERATING,false,0,4,0,4,0,,,0,1,8
29,2,4,141,0,HIT_WALL,false,0,5,0,4,1,,,0,1,7
30,2,4,141,0,FIXED_CAR,false,0,3,0,4,1,,,0,1,7
31,2,4,144,3,ACCELERATING,false,0,3,0,4,1,,,0,1,7
32,2,4,150,6,ACCELERATING,false,0,3,0,4,1,,,0,1,7
33,2,4,156,0,HIT_WALL,false,0,5,0,4,1,,,0,1,2
34,2,4,156,0,FIXED_CAR,false,0,3,0,4,1,,,0,1,2
35,2,4,159,3,ACCELERATING,false,0,3,0,4,1,,,0,1,2
36,2,4,165,3,HIT_MUD,false,0,4,0,4,1,,,0,1,-1
37,2,4,168,0,HIT_MUD,false,0,5,0,4,1,,,0,1,-4
38,2,4,168,0,FIXED_CAR,false,0,3,0,4,1,,,0,1,-4
39,2,4,171,3,ACCELERATING,false,0,3,0,4,1,,,0,1,-4
40,2,4,177,6,ACCELERATING,false,0,3,0,4,1,,,0,1,-4
41,2,4,183,6,USED_LIZARD,false,0,3,0,4,0,,,0,1,-4
42,2,4,189,3,HIT_MUD,false,0,4,0,4,0,,,0,1,-7
43,2,4,192,0,HIT_MUD,false,0,5,0,4,0,,,0,1,-13
44,2,4,192,0,FIXED_CAR,false,0,3,0,4,0,,,0,1,-13
45,2,4,195,0,HIT_MUD,false,0,5,0,4,0,,,0,1,-22
46,2,4,195,0,FIXED_CAR,false,0,3,0,4,0,,,0,1,-22
47,2,4,198,3,ACCELERATING,false,0,3,0,4,0,,,0,1,-22
48,2,4,204,6,ACCELERATING,false,0,3,0,4,0,,,0,1,-22
49,2,4,210,6,ACCELERATING,false,0,3,0,4,1,,,0,1,-18
50,2,4,216,3,HIT_MUD,false,0,4,0,4,0,,,0,1,-21
51,2,4,219,0,HIT_MUD,false,0,5,0,4,0,,,0,1,-24
52,2,4,219,0,FIXED_CAR,false,0,3,0,4,0,,,0,1,-24
53,2,4,222,3,ACCELERATING,false,0,3,0,4,0,,,0,2,-20
54,2,4,228,6,ACCELERATING,false,0,3,0,4,0,,,0,2,-20
55,2,4,234,6,ACCELERATING,false,0,3,0,4,0,,,0,2,-20
56,2,4,240,3,HIT_MUD,false,0,4,0,4,0,,,0,2,-23
57,2,4,243,3,ACCELERATING,false,0,4,0,4,0,,,0,2,-23
58,2,4,246,3,ACCELERATING,false,0,4,0,4,0,,,0,2,-23
59,2,4,249,3,ACCELERATING,false,0,4,0,4,0,,,0,2,-23
60,2,4,252,3,ACCELERATING,false,0,4,0,4,0,,,0,2,-23
61,2,4,255,0,HIT_MUD,false,0,5,0,4,1,,,0,2,-22
62,2,4,255,0,FIXED_CAR,false,0,3,0,4,1,,,0,2,-22
63,2,4,258,3,ACCELERATING,false,0,3,0,4,1,,,0,2,-22
64,2,4,264,0,HIT_MUD,false,0,5,0,4,1,,,1,2,-27
65,2,4,264,0,FIXED_CAR,false,0,3,0,4,1,,,1,2,-27
66,2,4,267,3,ACCELERATING,false,0,3,0,4,1,,,1,2,-27
67,2,4,273,3,HIT_MUD,false,0,4,0,4,1,,,1,2,-30
68,2,4,276,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
69,2,4,279,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
70,2,4,282,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
71,2,4,285,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
72,2,4,288,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
73,2,4,291,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
74,2,4,294,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
75,2,4,297,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
76,2,4,300,3,ACCELERATING,false,0,4,0,4,1,,,1,2,-30
77,2,4,303,0,HIT_MUD,false,0,5,0,4,1,,,1,2,-33
78,2,4,303,0,FIXED_CAR,false,0,3,0,4,1,,,1,2,-33
79,2,4,306,0,HIT_WALL,false,0,5,0,4,1,,,1,2,-38
80,2,4,306,0,FIXED_CAR,false,0,3,0,4,1,,,1,2,-38
81,2,4,309,3,ACCELERATING,false,0,3,1,4,1,,,1,2,-34
82,2,4,315,6,ACCELERATING,false,0,3,1,4,1,,,1,2,-34
83,2,4,321,6,USED_BOOST,true,5,3,0,4,1,,,1,2,-30
84,2,4,327,6,ACCELERATING,true,4,3,0,4,1,,,1,3,-26
85,2,4,333,6,ACCELERATING,true,3,3,0,4,1,,,1,3,-26
86,2,4,339,6,ACCELERATING,true,2,3,1,4,1,,,1,3,-22
87,2,4,345,6,USED_BOOST,true,5,3,0,4,1,,,1,3,-18
88,2,4,351,6,ACCELERATING,true,4,3,1,4,1,,,1,3,-14
89,2,4,357,6,USED_BOOST,true,5,3,1,4,1,,,1,3,-6
90,2,4,363,6,USED_BOOST,true,5,3,0,4,1,,,1,3,-2
91,2,4,369,6,ACCELERATING,true,4,3,1,4,1,,,1,3,2
92,2,4,375,6,USED_BOOST,true,5,3,0,4,1,,,1,3,6
93,2,4,381,6,USED_LIZARD,true,4,3,0,4,0,,,1,3,6
94,2,4,387,0,HIT_WALL,false,0,5,0,4,1,,,1,3,5
95,2,4,387,0,FIXED_CAR,false,0,3,0,4,1,,,1,3,5
96,2,4,390,3,ACCELERATING,false,0,3,0,4,1,,,1,3,5
97,2,4,396,6,ACCELERATING,false,0,3,0,4,1,,,1,3,5
98,2,4,402,6,ACCELERATING,false,0,3,0,4,1,,,1,3,5
99,2,4,408,6,USED_LIZARD,false,0,3,0,4,0,,,1,3,5
100,2,4,414,3,HIT_MUD,false,0,4,0,4,0,,,1,3,2
101,2,4,417,3,ACCELERATING,false,0,4,0,4,0,,,1,3,2
102,2,4,420,0,HIT_MUD,false,0,5,0,4,0,,,1,3,-1
103,2,4,420,0,FIXED_CAR,false,0,3,0,4,0,,,1,3,-1
104,2,4,423,3,ACCELERATING,false,0,3,0,4,0,,,2,3,3
105,2,4,429,6,ACCELERATING,false,0,3,1,4,0,,,2,3,7
106,2,4,435,6,USED_BOOST,true,5,3,0,4,0,,,2,3,11
107,2,4,441,3,HIT_MUD,false,0,4,0,5,0,,,2,3,12
108,2,4,444,3,ACCELERATING,false,0,4,0,5,0,,,2,3,12
109,2,4,447,3,ACCELERATING,false,0,4,0,5,0,,,2,3,12
110,2,4,450,0,HIT_MUD,false,0,5,0,5,0,,,2,3,9
111,2,4,450,0,FIXED_CAR,false,0,3,0,5,0,,,2,3,9
112,2,4,453,3,ACCELERATING,false,0,3,0,5,0,,,2,3,9
113,2,4,459,6,ACCELERATING,false,0,3,0,6,0,,,2,3,13
114,2,4,465,0,HIT_MUD,false,0,5,0,6,0,,,2,3,7
115,2,4,465,0,FIXED_CAR,false,0,3,0,6,0,,,2,3,7
116,2,4,468,3,ACCELERATING,false,0,3,1,6,0,,,2,4,15
117,2,4,474,6,ACCELERATING,false,0,3,1,6,0,,,2,4,15
118,2,4,480,6,USED_BOOST,true,5,3,0,6,0,,,2,4,19
119,2,4,486,0,HIT_WALL,false,0,5,0,6,0,,,2,4,11
120,2,4,486,0,FIXED_CAR,false,0,3,0,6,0,,,2,4,11
121,2,4,489,3,ACCELERATING,false,0,3,0,6,0,,,2,4,11
122,2,4,495,6,ACCELERATING,false,0,3,0,6,0,,,2,4,11
123,2,4,501,6,ACCELERATING,false,0,3,0,6,0,,,2,4,11
124,2,4,507,0,HIT_WALL,false,0,5,0,6,0,,,2,4,6
125,2,4,507,0,FIXED_CAR,false,0,3,0,6,0,,,2,4,6
126,2,4,510,3,ACCELERATING,false,0,3,0,6,0,,,2,4,6
127,2,4,516,6,ACCELERATING,false,0,3,1,6,0,,,2,4,10
128,2,4,522,3,HIT_MUD,false,0,4,0,6,0,,,2,4,11
129,2,4,525,3,ACCELERATING,false,0,4,0,6,0,,,2,4,11
130,2,4,528,3,ACCELERATING,false,0,4,0,6,0,,,2,4,11
131,2,4,531,3,ACCELERATING,false,0,4,0,6,0,,,2,4,11
132,2,4,534,3,ACCELERATING,false,0,4,0,6,0,,,2,4,11
133,2,4,537,3,ACCELERATING,false,0,4,0,6,0,,,2,4,11
134,2,4,540,3,ACCELERATING,false,0,4,0,6,0,,,2,4,11
135,2,4,543,3,ACCELERATING,false,0,4,0,7,0,,,2,4,15
136,2,4,546,3,ACCELERATING,false,0,4,0,7,0,,,2,4,15
