Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,3,HIT_WALL,false,0,2,0,0,0,,,0,0,-5
4,1,1,17,0,HIT_WALL,false,0,5,0,1,0,,,0,0,-11
5,1,1,17,0,FIXED_CAR,false,0,3,0,1,0,,,0,0,-11
6,1,1,20,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-7
7,1,1,26,3,HIT_MUD,false,0,4,0,1,0,,,1,0,-10
8,1,1,29,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
9,1,1,32,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
10,1,1,35,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
11,1,1,38,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
12,1,1,41,3,ACCELERATING,false,0,4,0,1,0,,,1,1,-6
13,1,1,44,0,HIT_MUD,false,0,5,0,1,0,,,1,1,-15
14,1,1,44,0,FIXED_CAR,false,0,3,0,1,0,,,1,1,-15
15,1,1,47,0,HIT_MUD,false,0,5,0,1,0,,,1,1,-24
16,1,1,47,0,FIXED_CAR,false,0,3,0,1,0,,,1,1,-24
17,1,1,50,0,HIT_MUD,false,0,5,0,1,0,,,1,1,-30
18,1,1,50,0,FIXED_CAR,false,0,3,0,1,0,,,1,1,-30
19,1,1,53,3,ACCELERATING,false,0,3,0,1,0,,,1,1,-30
20,1,1,59,0,HIT_WALL,false,0,5,0,1,0,,,1,1,-38
21,1,1,59,0,FIXED_CAR,false,0,3,0,1,0,,,1,1,-38
22,1,1,62,3,ACCELERATING,false,0,3,0,1,0,,,1,1,-38
23,1,1,68,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-38
24,1,1,74,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-38
25,1,1,80,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-38
26,1,1,86,6,ACCELERATING,false,0,3,1,1,0,,,1,1,-34
27,1,1,92,3,HIT_MUD,false,0,4,0,1,0,,,1,1,-33
28,1,1,95,3,ACCELERATING,false,0,4,0,1,0,,,1,1,-33
29,1,1,98,3,ACCELERATING,false,0,4,0,1,0,,,1,1,-33
30,1,1,101,0,HIT_MUD,false,0,5,0,1,0,,,1,1,-36
