Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,6,5,NOTHING,false,0,0,0,0,0,,,0,0,0
3,2,4,11,5,NOTHING,false,0,0,0,0,0,,,0,0,0
4,2,4,16,5,NOTHING,false,0,0,0,0,0,,,0,0,0
5,2,4,21,5,NOTHING,false,0,0,0,0,0,,,0,0,0
6,2,4,26,5,NOTHING,false,0,0,0,0,1,,,0,0,4
7,2,4,31,5,NOTHING,false,0,0,0,0,1,,,0,1,8
8,2,4,36,5,NOTHING,false,0,0,0,0,1,,,0,1,8
9,2,4,41,3,HIT_MUD,false,0,2,0,0,1,,,1,1,6
10,2,4,44,3,NOTHING,false,0,2,0,0,1,,,1,1,6
11,2,4,47,3,NOTHING,false,0,2,0,0,1,,,1,1,6
12,2,4,50,3,HIT_MUD,false,0,3,0,0,1,,,1,1,3
13,2,4,53,3,NOTHING,false,0,3,0,0,1,,,1,1,3
14,2,4,56,3,HIT_MUD,false,0,4,0,0,1,,,1,1,0
15,2,4,59,3,NOTHING,false,0,4,0,0,1,,,1,1,0
16,2,4,62,3,NOTHING,false,0,4,0,0,1,,,1,1,0
17,2,4,65,3,NOTHING,false,0,4,0,0,1,,,1,1,0
18,2,4,68,0,HIT_MUD,false,0,5,0,0,1,,,1,1,-3
19,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
20,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
21,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
22,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
23,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
24,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
25,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
26,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
27,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
28,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
29,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
30,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
31,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
32,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
33,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
34,2,4,68,0,NOTHING,false,0,5,0,0,1,,,1,1,-3
