Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,6,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
4,2,4,23,6,HIT_MUD,false,0,2,0,0,1,,,0,0,-2
5,2,4,29,6,USED_LIZARD,false,0,2,0,0,0,,,0,0,-2
6,2,4,37,0,HIT_WALL,false,0,5,0,0,0,,,0,0,-10
7,2,4,37,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-10
8,2,4,40,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-10
9,2,4,46,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-10
10,2,4,52,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-13
11,2,4,55,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-19
12,2,4,55,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-19
13,2,4,58,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-19
14,2,4,64,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-22
15,2,4,67,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-22
16,2,4,70,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-22
17,2,4,73,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-22
18,2,4,76,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-25
19,2,4,76,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-25
20,2,4,79,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-25
21,2,4,85,6,ACCELERATING,false,0,3,1,0,0,,,1,0,-17
22,2,4,91,6,USED_BOOST,true,5,3,0,0,0,,,1,0,-13
23,2,4,97,6,ACCELERATING,true,4,3,0,0,0,,,1,0,-13
24,2,4,103,6,ACCELERATING,true,3,3,0,0,0,,,1,0,-13
25,2,4,109,6,ACCELERATING,true,2,3,0,0,0,,,1,0,-13
26,2,4,115,6,ACCELERATING,true,1,3,0,0,0,,,1,0,-13
27,2,4,121,6,ACCELERATING,false,0,3,0,0,0,,,1,1,-9
28,2,4,127,6,ACCELERATING,false,0,3,0,0,0,,,1,1,-9
29,2,4,133,0,HIT_MUD,false,0,5,0,1,0,,,1,1,-11
30,2,4,133,0,FIXED_CAR,false,0,3,0,1,0,,,1,1,-11
31,2,4,136,3,ACCELERATING,false,0,3,0,1,0,,,2,1,-7
32,2,4,142,6,ACCELERATING,false,0,3,0,1,0,,,2,1,-7
33,2,4,148,6,ACCELERATING,false,0,3,0,1,0,,,2,1,-7
34,2,4,154,6,ACCELERATING,false,0,3,0,1,0,,,2,1,-7
35,2,4,160,6,ACCELERATING,false,0,3,0,1,0,,,2,1,-7
36,2,4,166,6,ACCELERATING,false,0,3,0,1,0,,,2,1,-7
37,2,4,172,6,ACCELERATING,false,0,3,0,1,0,,,2,1,-7
38,2,4,178,6,ACCELERATING,false,0,3,0,1,0,,,2,1,-7
39,2,4,184,3,HIT_MUD,false,0,4,0,1,0,,,2,1,-10
40,2,4,187,3,ACCELERATING,false,0,4,0,1,0,,,2,1,-10
41,2,4,190,3,ACCELERATING,false,0,4,0,1,0,,,2,1,-10
42,2,4,193,3,ACCELERATING,false,0,4,0,1,0,,,2,1,-10
43,2,4,196,3,ACCELERATING,false,0,4,0,1,1,,,2,1,-6
44,2,4,199,3,ACCELERATING,false,0,4,0,1,1,,,2,1,-6
45,2,4,202,3,ACCELERATING,false,0,4,0,2,1,,,2,1,-2
46,2,4,205,3,ACCELERATING,false,0,4,0,2,1,,,2,1,-2
47,2,4,208,3,ACCELERATING,false,0,4,0,2,1,,,2,1,-2
48,2,4,211,0,HIT_MUD,false,0,5,0,2,1,,,3,1,-1
49,2,4,211,0,FIXED_CAR,false,0,3,0,2,1,,,3,1,-1
50,2,4,214,3,ACCELERATING,false,0,3,0,2,1,,,3,1,-1
51,2,4,220,3,HIT_MUD,false,0,4,0,2,1,,,3,1,-4
52,2,4,223,0,HIT_MUD,false,0,5,0,2,1,,,3,1,-10
53,2,4,223,0,FIXED_CAR,false,0,3,0,2,1,,,3,1,-10
54,2,4,226,3,ACCELERATING,false,0,3,0,2,1,,,3,1,-10
55,2,4,232,6,ACCELERATING,false,0,3,0,2,1,,,3,2,-6
56,2,4,238,6,ACCELERATING,false,0,3,0,2,1,,,3,2,-6
57,2,4,244,0,HIT_WALL,false,0,5,0,2,1,,,3,2,-11
58,2,4,244,0,FIXED_CAR,false,0,3,0,2,1,,,3,2,-11
59,2,4,247,3,ACCELERATING,false,0,3,0,2,1,,,3,2,-11
60,2,4,253,3,HIT_MUD,false,0,4,0,2,1,,,3,2,-14
61,2,4,256,3,ACCELERATING,false,0,4,0,2,1,,,3,2,-14
62,2,4,259,0,HIT_MUD,false,0,5,0,2,1,,,3,2,-17
63,2,4,259,0,FIXED_CAR,false,0,3,0,2,1,,,3,2,-17
64,2,4,262,3,ACCELERATING,false,0,3,0,2,2,,,3,2,-13
65,2,4,268,6,ACCELERATING,false,0,3,0,3,2,,,3,2,-9
66,2,4,274,6,ACCELERATING,false,0,3,0,3,2,,,3,2,-9
67,2,4,280,6,ACCELERATING,false,0,3,0,3,2,,,3,2,-9
68,2,4,286,6,ACCELERATING,false,0,3,0,3,2,,,3,2,-9
69,2,4,292,6,ACCELERATING,false,0,3,0,3,2,,,3,2,-9
70,2,4,298,6,USED_LIZARD,false,0,3,0,3,1,,,3,2,-9
71,2,4,304,6,USED_LIZARD,false,0,3,0,3,0,,,3,2,-9
72,2,4,310,6,ACCELERATING,false,0,3,0,3,0,,,3,2,-9
73,2,4,316,6,ACCELERATING,false,0,3,0,3,0,,,3,2,-9
74,2,4,322,3,HIT_MUD,false,0,4,0,4,0,,,3,2,-8
75,2,4,325,0,HIT_MUD,false,0,5,0,4,0,,,4,2,-7
76,2,4,325,0,FIXED_CAR,false,0,3,0,4,0,,,4,2,-7
77,2,4,328,3,ACCELERATING,false,0,3,0,4,0,,,4,2,-7
78,2,4,334,3,HIT_MUD,false,0,4,0,4,0,,,4,2,-10
79,2,4,337,3,ACCELERATING,false,0,4,0,4,0,,,4,2,-10
80,2,4,340,3,ACCELERATING,false,0,4,0,4,0,,,4,3,-6
81,2,4,343,3,ACCELERATING,false,0,4,0,4,0,,,4,3,-6
82,2,4,346,3,ACCELERATING,false,0,4,0,4,0,,,4,3,-6
83,2,4,349,3,ACCELERATING,false,0,4,0,4,0,,,4,3,-6
84,2,4,352,3,ACCELERATING,false,0,4,0,4,0,,,4,3,-6
85,2,4,355,3,ACCELERATING,false,0,4,0,4,0,,,4,3,-6
86,2,4,358,3,ACCELERATING,false,0,4,0,4,0,,,4,3,-6
87,2,4,361,3,ACCELERATING,false,0,4,0,4,0,,,4,4,-2
88,2,4,364,3,ACCELERATING,false,0,4,0,4,0,,,4,4,-2
89,2,4,367,3,ACCELERATING,false,0,4,0,4,0,,,4,4,-2
90,2,4,370,3,ACCELERATING,false,0,4,0,4,0,,,4,5,2
91,2,4,373,3,ACCELERATING,false,0,4,0,4,0,,,4,5,2
92,2,4,376,3,ACCELERATING,false,0,4,1,4,0,,,4,5,6
93,2,4,379,3,ACCELERATING,false,0,4,1,4,0,,,4,5,6
94,2,4,382,3,ACCELERATING,false,0,4,1,4,0,,,4,5,6
95,2,4,385,3,ACCELERATING,false,0,4,1,5,0,,,5,5,14
96,2,4,388,3,ACCELERATING,false,0,4,1,5,0,,,5,6,18
97,2,4,391,3,ACCELERATING,false,0,4,1,5,0,,,5,6,18
98,2,4,394,3,ACCELERATING,false,0,4,1,5,0,,,5,6,18
99,2,4,397,3,ACCELERATING,false,0,4,1,5,0,,,5,6,18
100,2,4,400,3,ACCELERATING,false,0,4,1,5,0,,,5,6,18
101,2,4,403,3,ACCELERATING,false,0,4,1,5,0,,,5,6,18
102,2,4,406,0,HIT_WALL,false,0,5,1,5,0,,,5,6,13
103,2,4,406,0,FIXED_CAR,false,0,3,1,5,0,,,5,6,13
104,2,4,409,3,ACCELERATING,false,0,3,1,5,0,,,5,6,13
105,2,4,415,6,ACCELERATING,false,0,3,1,5,0,,,5,6,13
106,2,4,421,3,HIT_MUD,false,0,4,0,5,0,,,5,6,14
107,2,4,424,3,ACCELERATING,false,0,4,0,5,0,,,5,6,14
108,2,4,427,3,ACCELERATING,false,0,4,0,5,0,,,5,6,14
109,2,4,430,0,HIT_MUD,false,0,5,0,5,0,,,5,6,11
110,2,4,430,0,FIXED_CAR,false,0,3,0,5,0,,,5,6,11
111,2,4,433,3,ACCELERATING,false,0,3,0,5,0,,,5,6,11
112,2,4,439,0,HIT_MUD,false,0,5,0,5,0,,,5,7,6
113,2,4,439,0,FIXED_CAR,false,0,3,0,5,0,,,5,7,6
114,2,4,442,3,ACCELERATING,false,0,3,0,5,0,,,5,7,6
115,2,4,448,6,ACCELERATING,false,0,3,0,5,0,,,5,7,6
116,2,4,454,6,ACCELERATING,false,0,3,0,5,0,,,5,7,6
117,2,4,460,3,HIT_MUD,false,0,4,0,5,0,,,5,7,3
118,2,4,463,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
119,2,4,466,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
120,2,4,469,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
121,2,4,472,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
122,2,4,475,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
123,2,4,478,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
124,2,4,481,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
125,2,4,484,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
126,2,4,487,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
127,2,4,490,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
128,2,4,493,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
129,2,4,496,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
130,2,4,499,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
131,2,4,502,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
132,2,4,505,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
133,2,4,508,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
134,2,4,511,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
135,2,4,514,3,ACCELERATING,false,0,4,0,5,0,,,5,7,3
