Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,8,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
5,2,4,31,6,HIT_MUD,false,0,2,1,0,0,,,0,0,-2
6,2,4,39,8,USED_BOOST,true,5,2,0,1,0,,,1,0,10
7,2,4,47,8,ACCELERATING,true,4,2,0,1,0,,,1,0,10
8,2,4,55,8,ACCELERATING,true,3,2,0,1,0,,,1,0,10
9,2,4,63,8,ACCELERATING,true,2,2,0,1,1,,,1,0,14
10,2,4,71,8,USED_LIZARD,true,1,2,0,1,0,,,1,0,14
11,2,4,79,8,ACCELERATING,false,0,2,0,1,0,,,1,0,14
12,2,4,87,8,ACCELERATING,false,0,2,0,1,0,,,1,0,14
13,2,4,95,6,HIT_MUD,false,0,3,0,1,0,,,1,0,11
14,2,4,101,0,HIT_WALL,false,0,5,0,1,0,,,1,0,6
15,2,4,101,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,6
16,2,4,104,3,ACCELERATING,false,0,3,0,1,0,,,1,0,6
17,2,4,110,6,ACCELERATING,false,0,3,0,1,0,,,1,0,6
18,2,4,116,6,ACCELERATING,false,0,3,1,1,0,,,1,0,10
19,2,4,122,6,USED_BOOST,true,5,3,0,1,0,,,1,0,14
20,2,4,128,6,ACCELERATING,true,4,3,0,2,0,,,1,0,18
21,2,4,134,6,ACCELERATING,true,3,3,0,2,0,,,1,0,18
22,2,4,140,0,HIT_MUD,false,0,5,0,2,0,,,1,0,12
23,2,4,140,0,FIXED_CAR,false,0,3,0,2,0,,,1,0,12
24,2,4,143,3,ACCELERATING,false,0,3,0,2,0,,,1,0,12
25,2,4,149,6,ACCELERATING,false,0,3,0,2,0,,,1,0,12
26,2,4,155,6,ACCELERATING,false,0,3,0,3,0,,,1,0,16
27,2,4,161,3,HIT_MUD,false,0,4,0,3,1,,,1,0,17
28,2,4,164,3,ACCELERATING,false,0,4,0,3,1,,,1,0,17
29,2,4,167,3,ACCELERATING,false,0,4,0,3,1,,,1,0,17
30,2,4,170,3,ACCELERATING,false,0,4,0,3,1,,,1,0,17
31,2,4,173,0,HIT_MUD,false,0,5,0,3,1,,,1,0,14
32,2,4,173,0,FIXED_CAR,false,0,3,0,3,1,,,1,0,14
33,2,4,176,3,ACCELERATING,false,0,3,0,3,1,,,1,0,14
34,2,4,182,6,ACCELERATING,false,0,3,0,4,1,,,1,0,18
35,2,4,188,6,ACCELERATING,false,0,3,0,4,1,,,1,0,18
36,2,4,194,6,ACCELERATING,false,0,3,0,5,1,,,1,0,22
37,2,4,200,6,ACCELERATING,false,0,3,0,5,1,,,1,0,22
38,2,4,206,6,ACCELERATING,false,0,3,0,5,1,,,1,0,22
39,2,4,212,6,ACCELERATING,false,0,3,0,5,1,,,1,0,22
40,2,4,218,0,HIT_WALL,false,0,5,0,5,1,,,1,0,17
41,2,4,218,0,FIXED_CAR,false,0,3,0,5,1,,,1,0,17
42,2,4,221,3,ACCELERATING,false,0,3,0,5,1,,,1,0,17
43,2,4,227,6,ACCELERATING,false,0,3,0,5,1,,,1,0,17
44,2,4,233,6,ACCELERATING,false,0,3,0,5,1,,,1,0,17
45,2,4,239,6,ACCELERATING,false,0,3,0,5,1,,,1,1,21
46,2,4,245,6,USED_LIZARD,false,0,3,0,5,0,,,1,1,21
47,2,4,251,3,HIT_MUD,false,0,4,0,5,0,,,1,1,18
48,2,4,254,3,ACCELERATING,false,0,4,0,5,0,,,2,1,22
49,2,4,257,3,ACCELERATING,false,0,4,0,5,0,,,2,1,22
50,2,4,260,3,ACCELERATING,false,0,4,0,5,0,,,2,1,22
51,2,4,263,3,ACCELERATING,false,0,4,0,5,0,,,2,1,22
52,2,4,266,3,ACCELERATING,false,0,4,0,5,0,,,2,1,22
53,2,4,269,3,ACCELERATING,false,0,4,0,5,0,,,2,1,22
54,2,4,272,0,HIT_MUD,false,0,5,0,5,0,,,2,1,19
55,2,4,272,0,FIXED_CAR,false,0,3,0,5,0,,,2,1,19
56,2,4,275,3,ACCELERATING,false,0,3,0,5,0,,,2,1,19
57,2,4,281,6,ACCELERATING,false,0,3,0,5,0,,,2,1,19
58,2,4,287,3,HIT_MUD,false,0,4,0,5,0,,,2,1,16
59,2,4,290,0,HIT_MUD,false,0,5,0,5,0,,,2,1,13
60,2,4,290,0,FIXED_CAR,false,0,3,0,5,0,,,2,1,13
61,2,4,293,3,ACCELERATING,false,0,3,0,5,0,,,2,1,13
62,2,4,299,0,HIT_MUD,false,0,5,0,5,0,,,2,2,5
63,2,4,299,0,FIXED_CAR,false,0,3,0,5,0,,,2,2,5
64,2,4,302,3,ACCELERATING,false,0,3,0,5,0,,,2,2,5
65,2,4,308,6,ACCELERATING,false,0,3,0,5,0,,,2,2,5
66,2,4,314,6,ACCELERATING,false,0,3,1,5,0,,,2,2,9
67,2,4,320,6,USED_BOOST,true,5,3,0,5,0,,,3,2,17
68,2,4,326,3,HIT_MUD,false,0,4,0,5,0,,,3,2,14
69,2,4,329,3,ACCELERATING,false,0,4,0,5,0,,,3,2,14
70,2,4,332,3,ACCELERATING,false,0,4,0,5,0,,,3,2,14
71,2,4,335,3,ACCELERATING,false,0,4,0,5,0,,,3,2,14
72,2,4,338,3,ACCELERATING,false,0,4,0,5,0,,,3,2,14
73,2,4,341,0,HIT_MUD,false,0,5,0,5,0,,,3,2,11
74,2,4,341,0,FIXED_CAR,false,0,3,0,5,0,,,3,2,11
75,2,4,344,3,ACCELERATING,false,0,3,0,5,0,,,3,3,15
76,2,4,350,6,ACCELERATING,false,0,3,0,5,0,,,3,3,15
77,2,4,356,6,ACCELERATING,false,0,3,0,5,0,,,3,3,15
78,2,4,362,6,ACCELERATING,false,0,3,0,5,0,,,3,3,15
79,2,4,368,0,HIT_WALL,false,0,5,0,5,0,,,3,3,10
80,2,4,368,0,FIXED_CAR,false,0,3,0,5,0,,,3,3,10
81,2,4,371,3,ACCELERATING,false,0,3,0,5,0,,,3,3,10
82,2,4,377,0,HIT_WALL,false,0,5,0,5,0,,,3,3,5
83,2,4,377,0,FIXED_CAR,false,0,3,0,5,0,,,3,3,5
84,2,4,380,3,ACCELERATING,false,0,3,0,5,0,,,3,3,5
85,2,4,386,6,ACCELERATING,false,0,3,0,5,0,,,3,3,5
86,2,4,392,6,ACCELERATING,false,0,3,0,5,0,,,3,3,5
87,2,4,398,3,HIT_MUD,false,0,4,0,5,0,,,3,4,6
88,2,4,401,3,ACCELERATING,false,0,4,0,5,0,,,3,4,6
89,2,4,404,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
90,2,4,407,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
91,2,4,410,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
92,2,4,413,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
93,2,4,416,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
94,2,4,419,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
95,2,4,422,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
96,2,4,425,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
97,2,4,428,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
98,2,4,431,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
99,2,4,434,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
100,2,4,437,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
101,2,4,440,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
102,2,4,443,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
103,2,4,446,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
104,2,4,449,3,ACCELERATING,false,0,4,0,5,0,,,4,4,10
105,2,4,452,3,ACCELERATING,false,0,4,1,5,0,,,4,4,14
106,2,4,455,0,HIT_MUD,false,0,5,1,5,0,,,4,4,11
107,2,4,455,0,FIXED_CAR,false,0,3,1,5,0,,,4,4,11
108,2,4,458,3,ACCELERATING,false,0,3,1,5,0,,,4,4,11
109,2,4,464,3,HIT_MUD,false,0,4,1,5,0,,,4,4,8
110,2,4,467,3,ACCELERATING,false,0,4,1,5,0,,,4,4,8
111,2,4,470,3,ACCELERATING,false,0,4,1,5,0,,,4,4,8
112,2,4,473,0,HIT_MUD,false,0,5,1,5,0,,,4,4,2
113,2,4,473,0,FIXED_CAR,false,0,3,1,5,0,,,4,4,2
114,2,4,476,0,HIT_MUD,false,0,5,1,5,0,,,4,4,-7
115,2,4,476,0,FIXED_CAR,false,0,3,1,5,0,,,4,4,-7
116,2,4,479,0,HIT_MUD,false,0,5,1,5,0,,,4,4,-13
117,2,4,479,0,FIXED_CAR,false,0,3,1,5,0,,,4,4,-13
118,2,4,482,3,ACCELERATING,false,0,3,1,5,0,,,5,4,-9
119,2,4,488,3,HIT_MUD,false,0,4,1,5,0,,,5,4,-12
120,2,4,491,0,HIT_MUD,false,0,5,1,5,0,,,5,4,-15
121,2,4,491,0,FIXED_CAR,false,0,3,1,5,0,,,5,4,-15
122,2,4,494,3,ACCELERATING,false,0,3,1,5,0,,,5,4,-15
123,2,4,500,0,HIT_WALL,false,0,5,1,5,0,,,5,4,-20
124,2,4,500,0,FIXED_CAR,false,0,3,1,5,0,,,5,4,-20
125,2,4,503,3,ACCELERATING,false,0,3,1,5,0,,,5,4,-20
126,2,4,509,3,HIT_MUD,false,0,4,1,5,0,,,5,4,-23
127,2,4,512,3,ACCELERATING,false,0,4,1,6,0,,,5,4,-19
128,2,4,515,3,ACCELERATING,false,0,4,1,6,0,,,5,4,-19
129,2,4,518,3,ACCELERATING,false,0,4,1,6,0,,,5,5,-15
130,2,4,521,3,ACCELERATING,false,0,4,1,6,0,,,5,5,-15
131,2,4,524,3,ACCELERATING,false,0,4,1,6,0,,,5,5,-15
132,2,4,527,3,ACCELERATING,false,0,4,1,6,0,,,5,5,-15
133,2,4,530,3,ACCELERATING,false,0,4,1,6,0,,,6,5,-11
134,2,4,533,3,ACCELERATING,false,0,4,1,6,0,,,6,5,-11
135,2,4,536,3,ACCELERATING,false,0,4,1,6,1,,,6,5,-7
136,2,4,539,3,ACCELERATING,false,0,4,1,7,1,,,6,5,-3
137,2,4,542,3,ACCELERATING,false,0,4,1,7,1,,,6,5,-3
