Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,3,HIT_MUD,false,0,3,0,0,0,,,0,0,-9
4,1,1,21,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-9
5,1,1,27,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-12
6,1,1,30,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
7,1,1,33,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
8,1,1,36,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
9,1,1,39,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
10,1,1,42,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
11,1,1,45,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
12,1,1,48,0,HIT_WALL,false,0,5,0,0,0,,,0,0,-17
13,1,1,48,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-17
14,1,1,51,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-17
15,1,1,57,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-17
16,1,1,63,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-17
17,1,1,69,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-17
18,1,1,75,6,ACCELERATING,false,0,3,1,1,0,,,0,0,-9
19,1,1,81,6,USED_BOOST,true,5,3,0,1,0,,,0,0,-5
20,1,1,87,6,ACCELERATING,true,4,3,0,1,0,,,0,0,-5
21,1,1,93,6,ACCELERATING,true,3,3,0,1,0,,,0,0,-5
22,1,1,99,6,ACCELERATING,true,2,3,0,1,1,,,0,0,-1
23,1,1,105,6,ACCELERATING,true,1,3,0,1,1,,,0,0,-1
24,1,1,111,6,ACCELERATING,false,0,3,0,1,1,,,0,0,-1
25,1,1,117,6,ACCELERATING,false,0,3,0,1,1,,,0,0,-1
26,1,1,123,6,ACCELERATING,false,0,3,0,1,1,,,0,0,-1
27,1,1,129,6,ACCELERATING,false,0,3,0,1,1,,,0,0,-1
28,1,1,135,6,USED_LIZARD,false,0,3,0,1,0,,,0,0,-1
29,1,1,141,0,HIT_MUD,false,0,5,0,1,1,,,0,0,-6
30,1,1,141,0,FIXED_CAR,false,0,3,0,1,1,,,0,0,-6
