Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,1,0,,,0,0,4
3,1,1,15,8,ACCELERATING,false,0,0,0,1,0,,,0,1,8
4,1,1,24,9,ACCELERATING,false,0,0,0,1,0,,,0,1,8
5,1,1,33,9,ACCELERATING,false,0,0,1,1,0,,,0,1,12
6,1,1,48,15,USED_BOOST,true,5,0,0,1,0,,,0,1,16
7,1,1,63,9,HIT_MUD,false,0,1,1,1,0,,,0,1,17
8,1,1,72,9,USED_BOOST,true,5,1,0,1,0,,,0,1,21
9,1,1,81,9,ACCELERATING,true,4,1,0,1,0,,,0,1,21
10,1,1,90,9,ACCELERATING,true,3,1,0,1,0,,,0,1,21
11,1,1,99,9,ACCELERATING,true,2,1,1,1,0,,,0,2,29
12,1,1,108,8,HIT_MUD,false,0,2,0,2,0,,,0,2,34
13,1,1,116,6,HIT_MUD,false,0,3,0,3,0,,,0,2,35
14,1,1,122,3,HIT_MUD,false,0,4,0,3,0,,,0,2,32
15,1,1,125,0,HIT_WALL,false,0,5,0,3,0,,,0,2,27
16,1,1,125,0,FIXED_CAR,false,0,3,0,3,0,,,0,2,27
17,1,1,128,3,ACCELERATING,false,0,3,0,3,0,,,0,2,27
18,1,1,134,3,HIT_MUD,false,0,4,0,3,0,,,0,2,24
19,1,1,137,3,ACCELERATING,false,0,4,0,3,0,,,0,2,24
20,1,1,140,3,ACCELERATING,false,0,4,0,3,0,,,0,2,24
21,1,1,143,0,HIT_MUD,false,0,5,0,3,0,,,0,2,21
22,1,1,143,0,FIXED_CAR,false,0,3,0,3,0,,,0,2,21
23,1,1,146,3,ACCELERATING,false,0,3,0,3,0,,,0,2,21
24,1,1,152,3,HIT_MUD,false,0,4,0,3,0,,,0,2,18
25,1,1,155,3,ACCELERATING,false,0,4,0,3,0,,,0,2,18
26,1,1,158,3,ACCELERATING,false,0,4,0,4,0,,,0,2,22
27,1,1,161,3,ACCELERATING,false,0,4,0,4,0,,,0,2,22
28,1,1,164,0,HIT_MUD,false,0,5,0,4,0,,,0,2,19
29,1,1,164,0,FIXED_CAR,false,0,3,0,4,0,,,0,2,19
30,1,1,167,3,ACCELERATING,false,0,3,0,4,0,,,0,2,19
31,1,1,173,6,ACCELERATING,false,0,3,0,4,0,,,0,2,19
32,1,1,179,6,ACCELERATING,false,0,3,0,4,0,,,0,2,19
33,1,1,185,6,ACCELERATING,false,0,3,0,4,0,,,0,2,19
34,1,1,191,6,ACCELERATING,false,0,3,0,4,0,,,0,2,19
35,1,1,197,6,ACCELERATING,false,0,3,0,4,0,,,0,2,19
36,1,1,203,6,ACCELERATING,false,0,3,0,4,0,,,0,2,19
37,1,1,209,6,ACCELERATING,false,0,3,0,4,0,,,1,2,23
38,1,1,215,3,HIT_MUD,false,0,4,0,4,0,,,1,2,20
39,1,1,217,0,HIT_MUD,false,0,5,0,4,0,,,1,2,17
40,1,1,217,0,FIXED_CAR,false,0,3,0,4,0,,,1,2,17
41,1,1,220,3,ACCELERATING,false,0,3,0,4,0,,,1,2,17
42,1,1,226,6,ACCELERATING,false,0,3,0,4,0,,,1,2,17
43,1,1,232,6,ACCELERATING,false,0,3,0,4,0,,,1,2,17
44,1,1,238,6,ACCELERATING,false,0,3,0,4,1,,,1,2,21
45,1,1,244,6,ACCELERATING,false,0,3,0,4,1,,,1,3,25
46,1,1,250,0,HIT_WALL,false,0,5,1,4,1,,,1,3,24
47,1,1,250,0,FIXED_CAR,false,0,3,1,4,1,,,1,3,24
48,1,1,253,3,ACCELERATING,false,0,3,1,4,1,,,1,3,24
49,1,1,259,6,ACCELERATING,false,0,3,1,4,1,,,1,3,24
50,1,1,265,6,ACCELERATING,false,0,3,2,4,1,,,1,3,28
51,1,1,271,6,ACCELERATING,false,0,3,2,4,1,,,1,3,28
52,1,1,277,6,ACCELERATING,false,0,3,2,4,1,,,1,3,28
53,1,1,283,6,USED_LIZARD,false,0,3,2,4,0,,,1,3,28
54,1,1,289,6,USED_BOOST,true,5,3,1,4,0,,,1,3,32
55,1,1,295,3,HIT_MUD,false,0,4,0,4,0,,,1,3,33
56,1,1,298,3,ACCELERATING,false,0,4,0,4,0,,,2,3,37
57,1,1,301,0,HIT_MUD,false,0,5,0,4,0,,,2,3,34
58,1,1,301,0,FIXED_CAR,false,0,3,0,4,0,,,2,3,34
59,1,1,304,3,HIT_MUD,false,0,4,0,4,0,,,2,3,31
