Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,1,4
4,2,4,24,9,ACCELERATING,false,0,0,0,0,0,,,1,1,8
5,2,4,33,9,USED_EMP,false,0,0,0,1,0,,,1,0,16
6,2,4,42,6,HIT_MUD,false,0,2,0,1,0,,,2,0,22
7,2,4,50,8,ACCELERATING,false,0,2,1,1,0,,,2,0,26
8,2,4,58,3,HIT_WALL,false,0,4,0,1,0,,,2,0,25
9,2,4,61,3,ACCELERATING,false,0,4,0,1,0,,,2,0,25
10,2,4,64,0,HIT_MUD,false,0,5,0,1,0,,,2,0,22
11,2,4,64,0,FIXED_CAR,false,0,3,0,1,0,,,2,0,22
12,2,4,67,3,ACCELERATING,false,0,3,0,1,0,,,2,0,22
13,2,4,73,6,ACCELERATING,false,0,3,0,1,1,,,2,0,26
14,2,4,79,6,USED_LIZARD,false,0,3,0,1,0,,,2,0,26
15,2,4,85,3,HIT_MUD,false,0,4,0,2,0,,,2,0,27
16,2,4,88,3,ACCELERATING,false,0,4,0,2,0,,,2,0,27
17,2,4,91,3,ACCELERATING,false,0,4,0,2,0,,,2,0,27
18,2,4,94,3,ACCELERATING,false,0,4,0,2,0,,,2,0,27
19,2,4,97,3,ACCELERATING,false,0,4,0,2,0,,,2,0,27
20,2,4,100,0,HIT_MUD,false,0,5,0,2,0,,,2,0,24
21,2,4,100,0,FIXED_CAR,false,0,3,0,2,0,,,2,0,24
22,2,4,103,3,ACCELERATING,false,0,3,0,2,0,,,2,0,24
23,2,4,109,6,ACCELERATING,false,0,3,0,2,1,,,2,0,28
24,2,4,115,6,ACCELERATING,false,0,3,0,2,1,,,2,0,28
25,2,4,121,6,USED_LIZARD,false,0,3,0,2,0,,,2,0,28
26,2,4,127,3,HIT_MUD,false,0,4,0,2,0,,,2,0,25
27,2,4,130,3,ACCELERATING,false,0,4,0,2,0,,,2,0,25
28,2,4,133,0,HIT_WALL,false,0,5,0,2,0,,,2,1,24
29,2,4,133,0,FIXED_CAR,false,0,3,0,2,0,,,2,1,24
30,2,4,136,3,ACCELERATING,false,0,3,0,2,0,,,2,1,24
31,2,4,142,3,HIT_MUD,false,0,4,0,2,0,,,2,1,21
32,2,4,145,3,ACCELERATING,false,0,4,0,2,0,,,2,1,21
33,2,4,148,0,HIT_MUD,false,0,5,0,2,0,,,2,1,18
34,2,4,148,0,FIXED_CAR,false,0,3,0,2,0,,,2,1,18
35,2,4,151,3,ACCELERATING,false,0,3,0,2,0,,,2,1,18
36,2,4,157,6,ACCELERATING,false,0,3,0,3,0,,,2,1,22
37,2,4,163,6,ACCELERATING,false,0,3,0,3,0,,,2,1,22
38,2,4,169,6,ACCELERATING,false,0,3,0,3,1,,,2,1,26
39,2,4,175,3,HIT_MUD,false,0,4,0,3,0,,,2,1,23
40,2,4,178,3,ACCELERATING,false,0,4,0,3,0,,,2,1,23
41,2,4,181,3,ACCELERATING,false,0,4,0,3,0,,,2,1,23
42,2,4,184,3,ACCELERATING,false,0,4,0,3,0,,,2,1,23
43,2,4,187,3,ACCELERATING,false,0,4,1,3,0,,,2,1,27
44,2,4,190,3,ACCELERATING,false,0,4,1,3,0,,,2,1,27
45,2,4,193,3,ACCELERATING,false,0,4,1,3,0,,,3,1,31
46,2,4,196,3,ACCELERATING,false,0,4,1,3,1,,,3,1,35
47,2,4,199,3,ACCELERATING,false,0,4,1,3,2,,,3,1,39
48,2,4,202,0,HIT_MUD,false,0,5,1,3,2,,,3,1,36
49,2,4,202,0,FIXED_CAR,false,0,3,1,3,2,,,3,1,36
50,2,4,205,3,ACCELERATING,false,0,3,1,3,2,,,3,1,36
51,2,4,211,3,HIT_MUD,false,0,4,1,3,2,,,3,1,33
52,2,4,214,3,ACCELERATING,false,0,4,1,3,2,,,3,1,33
53,2,4,217,3,ACCELERATING,false,0,4,1,3,2,,,3,1,33
54,2,4,220,0,HIT_WALL,false,0,5,1,3,2,,,3,1,28
55,2,4,220,0,FIXED_CAR,false,0,3,1,3,2,,,3,1,28
56,2,4,223,3,ACCELERATING,false,0,3,2,3,2,,,3,1,32
57,2,4,229,6,ACCELERATING,false,0,3,2,3,2,,,3,1,32
58,2,4,235,3,HIT_MUD,false,0,4,2,3,1,,,3,1,29
59,2,4,238,0,HIT_MUD,false,0,5,2,3,1,,,3,1,23
60,2,4,238,0,FIXED_CAR,false,0,3,2,3,1,,,3,1,23
61,2,4,241,3,ACCELERATING,false,0,3,2,3,1,,,3,1,23
62,2,4,247,3,HIT_MUD,false,0,4,2,3,1,,,3,1,20
63,2,4,250,3,ACCELERATING,false,0,4,2,3,2,,,3,1,24
64,2,4,253,3,ACCELERATING,false,0,4,2,3,2,,,3,1,24
65,2,4,256,3,ACCELERATING,false,0,4,2,3,2,,,3,2,28
66,2,4,259,3,ACCELERATING,false,0,4,2,3,2,,,3,2,28
67,2,4,262,0,HIT_WALL,false,0,5,2,3,2,,,3,2,23
68,2,4,262,0,FIXED_CAR,false,0,3,2,3,2,,,3,2,23
69,2,4,265,3,ACCELERATING,false,0,3,2,3,2,,,3,2,23
70,2,4,271,6,ACCELERATING,false,0,3,2,3,2,,,4,2,27
71,2,4,277,6,USED_BOOST,true,5,3,1,3,2,,,4,2,31
72,2,4,283,6,USED_BOOST,true,5,3,0,3,2,,,4,3,39
73,2,4,289,6,ACCELERATING,true,4,3,0,3,3,,,4,3,43
74,2,4,295,6,ACCELERATING,true,3,3,0,3,3,,,4,3,43
75,2,4,301,6,ACCELERATING,true,2,3,0,4,3,,,4,4,51
76,2,4,307,6,USED_LIZARD,true,1,3,0,4,2,,,4,4,51
77,2,4,313,3,HIT_MUD,false,0,4,0,4,1,,,4,4,48
78,2,4,316,0,HIT_MUD,false,0,5,0,4,1,,,4,4,45
79,2,4,316,0,FIXED_CAR,false,0,3,0,4,1,,,4,4,45
80,2,4,319,3,ACCELERATING,false,0,3,0,4,1,,,4,4,45
81,2,4,325,0,HIT_MUD,false,0,5,0,4,1,,,4,4,39
82,2,4,325,0,FIXED_CAR,false,0,3,0,4,1,,,4,4,39
83,2,4,328,3,ACCELERATING,false,0,3,0,5,1,,,4,4,43
84,2,4,334,6,ACCELERATING,false,0,3,0,5,1,,,4,4,43
85,2,4,340,6,ACCELERATING,false,0,3,0,5,1,,,4,4,43
86,2,4,346,6,ACCELERATING,false,0,3,0,5,1,,,4,4,43
87,2,4,352,6,ACCELERATING,false,0,3,0,5,1,,,4,4,43
88,2,4,358,3,HIT_MUD,false,0,4,0,5,0,,,4,4,40
89,2,4,361,3,ACCELERATING,false,0,4,0,5,0,,,4,4,40
90,2,4,364,3,ACCELERATING,false,0,4,0,5,0,,,4,4,40
91,2,4,367,3,ACCELERATING,false,0,4,0,5,0,,,4,4,40
92,2,4,370,3,ACCELERATING,false,0,4,0,5,0,,,4,4,40
93,2,4,373,3,ACCELERATING,false,0,4,0,5,0,,,4,4,40
94,2,4,376,0,HIT_MUD,false,0,5,0,5,0,,,4,4,37
95,2,4,376,0,FIXED_CAR,false,0,3,0,5,0,,,4,4,37
96,2,4,379,3,ACCELERATING,false,0,3,0,5,0,,,4,4,37
97,2,4,385,6,ACCELERATING,false,0,3,0,5,0,,,4,4,37
98,2,4,391,6,ACCELERATING,false,0,3,0,5,1,,,4,4,41
99,2,4,397,6,ACCELERATING,false,0,3,1,5,1,,,4,4,45
100,2,4,403,6,USED_LIZARD,false,0,3,1,5,0,,,4,4,45
101,2,4,409,3,HIT_MUD,false,0,4,0,5,0,,,4,4,46
102,2,4,412,3,ACCELERATING,false,0,4,0,5,0,,,4,4,46
103,2,4,415,0,HIT_MUD,false,0,5,0,5,0,,,5,4,47
104,2,4,415,0,FIXED_CAR,false,0,3,0,5,0,,,5,4,47
105,2,4,418,3,ACCELERATING,false,0,3,0,5,0,,,5,4,47
106,2,4,424,6,ACCELERATING,false,0,3,0,5,0,,,6,4,51
107,2,4,430,6,ACCELERATING,false,0,3,0,5,0,,,6,5,55
108,2,4,436,3,HIT_MUD,false,0,4,0,5,0,,,6,5,52
109,2,4,439,3,ACCELERATING,false,0,4,0,5,0,,,6,5,52
110,2,4,442,0,HIT_MUD,false,0,5,0,5,0,,,6,5,49
111,2,4,442,0,FIXED_CAR,false,0,3,0,5,0,,,6,5,49
112,2,4,445,3,ACCELERATING,false,0,3,0,5,0,,,6,5,49
113,2,4,451,6,ACCELERATING,false,0,3,1,5,1,,,6,5,57
114,2,4,457,6,USED_BOOST,true,5,3,1,5,1,,,6,5,65
115,2,4,463,6,USED_BOOST,true,5,3,0,5,1,,,6,5,69
116,2,4,469,6,ACCELERATING,true,4,3,0,5,1,,,6,5,69
117,2,4,475,6,USED_LIZARD,true,3,3,0,5,0,,,6,5,69
118,2,4,481,3,HIT_MUD,false,0,4,0,5,0,,,6,5,66
119,2,4,484,0,HIT_MUD,false,0,5,0,5,0,,,6,6,67
120,2,4,484,0,FIXED_CAR,false,0,3,0,5,0,,,6,6,67
121,2,4,487,3,ACCELERATING,false,0,3,0,5,0,,,6,6,67
122,2,4,493,6,ACCELERATING,false,0,3,0,5,0,,,6,6,67
123,2,4,499,6,ACCELERATING,false,0,3,0,5,0,,,6,6,67
124,2,4,505,3,HIT_MUD,false,0,4,0,5,0,,,6,6,64
125,2,4,508,3,ACCELERATING,false,0,4,0,5,0,,,6,6,64
126,2,4,511,3,ACCELERATING,false,0,4,0,5,0,,,6,6,64
127,2,4,514,0,HIT_WALL,false,0,5,0,5,0,,,6,6,59
128,2,4,514,0,FIXED_CAR,false,0,3,0,5,0,,,6,6,59
129,2,4,517,3,ACCELERATING,false,0,3,0,5,0,,,6,6,59
130,2,4,523,3,HIT_MUD,false,0,4,0,5,0,,,6,6,56
131,2,4,526,3,ACCELERATING,false,0,4,0,5,0,,,6,6,56
132,2,4,529,0,HIT_MUD,false,0,5,0,5,0,,,6,6,53
133,2,4,529,0,FIXED_CAR,false,0,3,0,5,0,,,6,6,53
134,2,4,532,3,ACCELERATING,false,0,3,0,5,0,,,6,6,53
135,2,4,538,6,ACCELERATING,false,0,3,0,5,0,,,6,6,53
136,2,4,544,6,ACCELERATING,false,0,3,1,5,0,,,6,6,57
137,2,4,550,3,HIT_MUD,false,0,4,0,5,0,,,6,6,58
