Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,3,HIT_MUD,false,0,2,0,0,0,,,0,0,-6
4,1,1,21,3,HIT_MUD,false,0,3,0,0,0,,,0,0,-9
5,1,1,27,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-9
6,1,1,33,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-9
7,1,1,39,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-9
8,1,1,45,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-9
9,1,1,51,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-12
10,1,1,54,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
11,1,1,57,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
12,1,1,60,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-8
13,1,1,63,0,HIT_MUD,false,0,5,0,0,1,,,0,0,-11
14,1,1,63,0,FIXED_CAR,false,0,3,0,0,1,,,0,0,-11
15,1,1,66,3,HIT_MUD,false,0,4,1,0,1,,,0,0,-10
16,1,1,69,3,ACCELERATING,false,0,4,2,0,1,,,0,0,-6
17,1,1,72,3,ACCELERATING,false,0,4,2,0,1,,,0,0,-6
18,1,1,75,0,HIT_MUD,false,0,5,2,0,1,,,0,0,-9
19,1,1,75,0,FIXED_CAR,false,0,3,2,0,1,,,0,0,-9
20,1,1,78,3,ACCELERATING,false,0,3,2,0,1,,,0,0,-9
21,1,1,84,6,ACCELERATING,false,0,3,2,0,1,,,0,1,-5
22,1,1,90,6,USED_LIZARD,false,0,3,2,0,0,,,0,1,-5
23,1,1,96,3,HIT_MUD,false,0,4,1,0,0,,,0,1,-4
24,1,1,99,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
25,1,1,102,0,HIT_MUD,false,0,5,1,0,0,,,0,1,-7
26,1,1,102,0,FIXED_CAR,false,0,3,1,0,0,,,0,1,-7
27,1,1,105,3,ACCELERATING,false,0,3,1,0,0,,,0,1,-7
28,1,1,111,6,ACCELERATING,false,0,3,1,0,0,,,0,1,-7
29,1,1,117,3,HIT_MUD,false,0,4,1,0,0,,,0,1,-2
30,1,1,120,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-2
