Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-12
4,2,4,18,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-15
5,2,4,18,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-15
6,2,4,21,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-21
7,2,4,21,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-21
8,2,4,24,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-21
9,2,4,30,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-21
10,2,4,36,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-21
11,2,4,42,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-21
12,2,4,48,6,ACCELERATING,false,0,3,0,0,1,,,0,0,-17
13,2,4,54,6,ACCELERATING,false,0,3,0,0,1,,,0,0,-17
14,2,4,60,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-20
15,2,4,63,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-20
16,2,4,66,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-20
17,2,4,69,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-20
18,2,4,72,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-16
19,2,4,75,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-16
20,2,4,78,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-16
21,2,4,81,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-16
22,2,4,84,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-16
23,2,4,87,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-16
24,2,4,90,0,HIT_MUD,false,0,5,0,0,1,,,0,0,-19
25,2,4,90,0,FIXED_CAR,false,0,3,0,0,1,,,0,0,-19
26,2,4,93,3,ACCELERATING,false,0,3,0,0,1,,,0,0,-19
27,2,4,99,6,ACCELERATING,false,0,3,0,0,1,,,0,0,-19
28,2,4,105,6,ACCELERATING,false,0,3,0,0,1,,,0,0,-19
29,2,4,111,6,ACCELERATING,false,0,3,0,0,1,,,0,0,-19
30,2,4,117,6,ACCELERATING,false,0,3,0,0,1,,,1,0,-15
31,2,4,123,6,ACCELERATING,false,0,3,0,0,1,,,1,0,-15
32,2,4,129,6,ACCELERATING,false,0,3,0,0,1,,,1,0,-15
33,2,4,135,6,ACCELERATING,false,0,3,0,0,1,,,1,0,-15
34,2,4,141,6,USED_LIZARD,false,0,3,0,0,0,,,1,0,-15
35,2,4,147,6,ACCELERATING,false,0,3,0,0,0,,,1,0,-15
36,2,4,153,6,ACCELERATING,false,0,3,0,0,0,,,2,0,-11
37,2,4,159,6,ACCELERATING,false,0,3,0,1,0,,,2,0,-7
38,2,4,165,6,ACCELERATING,false,0,3,0,1,0,,,2,0,-7
39,2,4,171,0,HIT_WALL,false,0,5,0,1,0,,,2,0,-17
40,2,4,171,0,FIXED_CAR,false,0,3,0,1,0,,,2,0,-17
41,2,4,174,3,ACCELERATING,false,0,3,0,1,0,,,2,0,-17
42,2,4,180,6,ACCELERATING,false,0,3,0,1,0,,,2,0,-17
43,2,4,186,6,ACCELERATING,false,0,3,0,1,0,,,2,0,-17
44,2,4,192,6,ACCELERATING,false,0,3,0,1,0,,,2,0,-17
45,2,4,198,3,HIT_MUD,false,0,4,0,1,0,,,2,0,-20
46,2,4,201,3,ACCELERATING,false,0,4,0,1,0,,,2,0,-20
47,2,4,204,3,ACCELERATING,false,0,4,0,1,0,,,2,0,-20
48,2,4,207,3,ACCELERATING,false,0,4,0,1,0,,,2,0,-20
49,2,4,210,3,ACCELERATING,false,0,4,0,1,0,,,2,0,-20
50,2,4,213,3,ACCELERATING,false,0,4,1,1,0,,,2,0,-16
51,2,4,216,3,ACCELERATING,false,0,4,1,1,0,,,2,0,-16
52,2,4,219,0,HIT_MUD,false,0,5,1,1,0,,,2,0,-19
53,2,4,219,0,FIXED_CAR,false,0,3,1,1,0,,,2,0,-19
54,2,4,222,3,HIT_MUD,false,0,4,1,1,0,,,2,0,-22
55,2,4,225,3,ACCELERATING,false,0,4,1,1,0,,,2,0,-22
56,2,4,228,3,ACCELERATING,false,0,4,1,1,0,,,2,0,-22
57,2,4,231,3,ACCELERATING,false,0,4,1,1,0,,,2,0,-22
58,2,4,234,3,ACCELERATING,false,0,4,1,1,0,,,2,0,-22
59,2,4,237,3,ACCELERATING,false,0,4,1,1,0,,,2,0,-22
60,2,4,240,0,HIT_MUD,false,0,5,1,1,0,,,2,0,-25
61,2,4,240,0,FIXED_CAR,false,0,3,1,1,0,,,2,0,-25
62,2,4,243,3,ACCELERATING,false,0,3,1,1,0,,,2,0,-25
63,2,4,249,3,HIT_MUD,false,0,4,1,1,0,,,2,0,-28
64,2,4,252,3,ACCELERATING,false,0,4,1,1,0,,,2,0,-28
65,2,4,255,0,HIT_MUD,false,0,5,1,1,0,,,2,0,-31
66,2,4,255,0,FIXED_CAR,false,0,3,1,1,0,,,2,0,-31
67,2,4,258,3,ACCELERATING,false,0,3,1,1,0,,,2,0,-31
68,2,4,264,6,ACCELERATING,false,0,3,1,1,0,,,2,0,-31
69,2,4,270,6,USED_BOOST,true,5,3,0,2,0,,,3,0,-19
70,2,4,276,3,HIT_MUD,false,0,4,0,2,0,,,3,0,-22
71,2,4,279,3,ACCELERATING,false,0,4,0,2,0,,,3,0,-22
72,2,4,282,3,ACCELERATING,false,0,4,0,2,0,,,3,0,-22
73,2,4,285,3,ACCELERATING,false,0,4,0,2,0,,,3,1,-18
74,2,4,288,0,HIT_WALL,false,0,5,0,2,0,,,3,1,-29
75,2,4,288,0,FIXED_CAR,false,0,3,0,2,0,,,3,1,-29
76,2,4,291,3,ACCELERATING,false,0,3,0,2,0,,,3,1,-29
77,2,4,297,6,ACCELERATING,false,0,3,0,2,0,,,3,1,-29
78,2,4,303,6,ACCELERATING,false,0,3,0,3,0,,,3,1,-25
79,2,4,309,6,ACCELERATING,false,0,3,0,3,0,,,3,2,-21
80,2,4,315,6,ACCELERATING,false,0,3,0,3,1,,,3,2,-17
81,2,4,321,0,HIT_WALL,false,0,5,0,3,1,,,3,3,-18
82,2,4,321,0,FIXED_CAR,false,0,3,0,3,1,,,3,3,-18
83,2,4,324,3,ACCELERATING,false,0,3,0,3,1,,,3,3,-18
84,2,4,330,6,ACCELERATING,false,0,3,0,3,1,,,3,3,-18
85,2,4,336,6,ACCELERATING,false,0,3,0,3,1,,,3,3,-18
86,2,4,342,6,ACCELERATING,false,0,3,0,3,1,,,3,3,-18
87,2,4,348,6,USED_LIZARD,false,0,3,0,3,0,,,3,3,-18
88,2,4,354,6,ACCELERATING,false,0,3,0,3,0,,,3,3,-18
89,2,4,360,0,HIT_WALL,false,0,5,0,3,0,,,3,3,-23
90,2,4,360,0,FIXED_CAR,false,0,3,0,3,0,,,3,3,-23
91,2,4,363,3,ACCELERATING,false,0,3,0,3,0,,,3,3,-23
92,2,4,369,6,ACCELERATING,false,0,3,0,3,0,,,3,4,-19
93,2,4,375,3,HIT_MUD,false,0,4,0,3,0,,,3,4,-22
94,2,4,378,3,ACCELERATING,false,0,4,0,3,0,,,3,4,-22
95,2,4,381,3,ACCELERATING,false,0,4,0,3,0,,,3,4,-22
96,2,4,384,3,ACCELERATING,false,0,4,0,3,1,,,3,4,-18
97,2,4,387,3,ACCELERATING,false,0,4,0,3,1,,,3,4,-18
98,2,4,390,3,ACCELERATING,false,0,4,0,3,1,,,3,4,-18
99,2,4,393,3,ACCELERATING,false,0,4,0,3,1,,,3,4,-18
100,2,4,396,0,HIT_MUD,false,0,5,0,3,1,,,3,4,-21
101,2,4,396,0,FIXED_CAR,false,0,3,0,3,1,,,3,4,-21
102,2,4,399,3,ACCELERATING,false,0,3,0,3,1,,,3,4,-21
103,2,4,405,6,ACCELERATING,false,0,3,1,3,1,,,3,4,-17
104,2,4,411,6,USED_BOOST,true,5,3,0,3,1,,,3,4,-13
105,2,4,417,6,ACCELERATING,true,4,3,0,4,1,,,3,4,-9
106,2,4,423,6,USED_LIZARD,true,3,3,0,4,0,,,3,4,-9
107,2,4,429,3,HIT_MUD,false,0,4,0,4,0,,,3,4,-12
108,2,4,432,3,ACCELERATING,false,0,4,0,4,0,,,3,4,-12
109,2,4,435,3,ACCELERATING,false,0,4,0,4,1,,,3,4,-8
110,2,4,438,3,ACCELERATING,false,0,4,0,4,2,,,3,4,-4
111,2,4,441,3,ACCELERATING,false,0,4,0,4,2,,,3,4,-4
112,2,4,444,3,ACCELERATING,false,0,4,0,4,2,,,3,4,-4
113,2,4,447,0,HIT_MUD,false,0,5,0,4,2,,,3,4,-7
114,2,4,447,0,FIXED_CAR,false,0,3,0,4,2,,,3,4,-7
115,2,4,450,3,ACCELERATING,false,0,3,0,4,2,,,3,4,-7
116,2,4,456,3,HIT_MUD,false,0,4,0,4,2,,,3,4,-10
117,2,4,459,0,HIT_MUD,false,0,5,0,4,2,,,3,4,-13
118,2,4,459,0,FIXED_CAR,false,0,3,0,4,2,,,3,4,-13
119,2,4,462,3,ACCELERATING,false,0,3,0,4,2,,,3,4,-13
120,2,4,468,6,ACCELERATING,false,0,3,0,4,2,,,3,4,-13
121,2,4,474,6,ACCELERATING,false,0,3,0,4,2,,,3,5,-9
122,2,4,480,6,ACCELERATING,false,0,3,0,4,2,,,3,5,-9
123,2,4,486,6,ACCELERATING,false,0,3,0,4,2,,,3,5,-9
124,2,4,492,6,ACCELERATING,false,0,3,0,4,2,,,3,5,-9
125,2,4,498,6,ACCELERATING,false,0,3,0,4,2,,,3,5,-9
126,2,4,504,6,USED_LIZARD,false,0,3,0,4,1,,,3,5,-9
127,2,4,510,6,ACCELERATING,false,0,3,0,4,2,,,3,5,-5
128,2,4,516,6,ACCELERATING,false,0,3,0,4,2,,,3,5,-5
129,2,4,522,6,USED_LIZARD,false,0,3,0,4,1,,,3,5,-5
130,2,4,528,6,USED_LIZARD,false,0,3,0,4,0,,,3,5,-5
131,2,4,534,3,HIT_MUD,false,0,4,0,4,0,,,3,5,-8
132,2,4,537,0,HIT_MUD,false,0,5,0,4,0,,,3,5,-11
133,2,4,537,0,FIXED_CAR,false,0,3,0,4,0,,,3,5,-11
134,2,4,540,3,ACCELERATING,false,0,3,0,4,0,,,3,5,-11
