Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,2,12,6,TURNING_RIGHT,false,0,0,0,0,0,,,1,0,4
4,1,2,20,8,ACCELERATING,false,0,0,0,0,0,,,1,0,4
5,1,2,29,9,ACCELERATING,false,0,0,0,0,0,,,1,0,4
6,1,2,38,9,NOTHING,false,0,0,0,0,0,,,1,0,4
7,1,1,46,9,TURNING_LEFT,false,0,0,0,0,0,,,1,0,4
8,1,1,55,9,NOTHING,false,0,0,0,0,1,,,2,0,12
9,1,1,64,9,NOTHING,false,0,0,1,0,1,,,2,0,16
10,1,1,72,8,HIT_MUD,false,0,1,1,0,1,,,2,0,13
11,1,1,79,6,HIT_MUD,false,0,2,1,0,1,,,3,0,14
12,1,1,87,3,HIT_WALL,false,0,4,1,0,1,,,3,0,9
13,1,1,90,3,ACCELERATING,false,0,4,1,0,1,,,3,0,9
14,1,1,93,3,ACCELERATING,false,0,4,1,0,1,,,3,0,9
15,1,1,96,3,ACCELERATING,false,0,4,1,0,1,,,3,0,9
16,1,1,99,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
17,1,1,102,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
18,1,1,105,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
19,1,1,108,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
20,1,1,111,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
21,1,1,114,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
22,1,1,117,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
23,1,1,120,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
24,1,1,123,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
25,1,1,126,3,ACCELERATING,false,0,4,2,0,2,,,3,0,17
26,1,1,129,0,HIT_MUD,false,0,5,2,0,2,,,3,0,14
27,1,1,129,0,ACCELERATING,false,0,5,2,0,2,,,3,0,14
28,1,1,129,0,ACCELERATING,false,0,5,2,0,2,,,3,0,14
29,1,1,129,0,ACCELERATING,false,0,5,2,0,2,,,3,0,14
30,1,1,129,0,ACCELERATING,false,0,5,2,0,2,,,3,0,14
31,1,1,129,0,ACCELERATING,false,0,5,2,0,2,,,3,0,14
