Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,0,HIT_WALL,false,0,5,0,0,0,,,0,0,-13
4,2,4,15,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-13
5,2,4,18,3,ACCELERATING,false,0,3,0,0,0,,,1,0,-9
6,2,4,24,3,HIT_MUD,false,0,4,0,1,0,,,1,0,-8
7,2,4,27,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-8
8,2,4,30,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-8
9,2,4,33,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-8
10,2,4,36,0,HIT_WALL,false,0,5,0,1,0,,,1,0,-13
11,2,4,36,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-13
12,2,4,39,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-13
13,2,4,45,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-13
14,2,4,51,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-13
15,2,4,57,6,ACCELERATING,false,0,3,0,1,0,,,2,0,-9
16,2,4,63,6,ACCELERATING,false,0,3,0,2,0,,,2,0,-5
17,2,4,69,6,ACCELERATING,false,0,3,0,2,0,,,2,0,-5
18,2,4,75,0,HIT_WALL,false,0,5,0,2,0,,,2,0,-10
19,2,4,75,0,FIXED_CAR,false,0,3,0,2,0,,,2,0,-10
20,2,4,78,3,HIT_MUD,false,0,4,0,2,0,,,2,0,-13
21,2,4,81,3,ACCELERATING,false,0,4,0,2,0,,,2,0,-13
22,2,4,84,3,ACCELERATING,false,0,4,0,2,0,,,2,0,-13
23,2,4,87,3,ACCELERATING,false,0,4,0,2,0,,,2,0,-13
24,2,4,90,3,ACCELERATING,false,0,4,0,3,0,,,2,0,-9
25,2,4,93,3,ACCELERATING,false,0,4,0,3,0,,,2,0,-9
26,2,4,96,3,ACCELERATING,false,0,4,0,3,0,,,2,0,-9
27,2,4,99,3,ACCELERATING,false,0,4,0,3,0,,,2,0,-9
28,2,4,102,3,ACCELERATING,false,0,4,0,3,0,,,2,0,-9
29,2,4,105,0,HIT_WALL,false,0,5,0,3,0,,,2,0,-14
30,2,4,105,0,FIXED_CAR,false,0,3,0,3,0,,,2,0,-14
31,2,4,108,3,ACCELERATING,false,0,3,0,3,0,,,2,0,-14
32,2,4,114,3,HIT_MUD,false,0,4,0,3,0,,,3,1,-9
33,2,4,117,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
34,2,4,120,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
35,2,4,123,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
36,2,4,126,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
37,2,4,129,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
38,2,4,132,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
39,2,4,135,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
40,2,4,138,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
41,2,4,141,3,ACCELERATING,false,0,4,0,3,0,,,3,1,-9
42,2,4,144,3,ACCELERATING,false,0,4,1,3,0,,,3,1,-5
43,2,4,147,3,ACCELERATING,false,0,4,1,3,0,,,3,1,-5
44,2,4,150,0,HIT_MUD,false,0,5,1,3,0,,,3,1,-14
45,2,4,150,0,FIXED_CAR,false,0,3,1,3,0,,,3,1,-14
46,2,4,153,0,HIT_MUD,false,0,5,1,3,0,,,3,1,-20
47,2,4,153,0,FIXED_CAR,false,0,3,1,3,0,,,3,1,-20
48,2,4,156,3,ACCELERATING,false,0,3,1,3,0,,,4,1,-16
49,2,4,162,3,HIT_MUD,false,0,4,1,4,0,,,4,1,-15
50,2,4,165,3,ACCELERATING,false,0,4,1,4,0,,,4,1,-15
51,2,4,168,3,ACCELERATING,false,0,4,1,4,0,,,4,1,-15
52,2,4,171,3,ACCELERATING,false,0,4,1,4,0,,,4,1,-15
53,2,4,174,3,ACCELERATING,false,0,4,1,4,0,,,4,1,-15
54,2,4,177,3,ACCELERATING,false,0,4,2,4,0,,,4,1,-11
55,2,4,180,3,ACCELERATING,false,0,4,2,4,1,,,4,1,-7
56,2,4,183,3,ACCELERATING,false,0,4,3,4,1,,,4,1,-3
57,2,4,186,3,ACCELERATING,false,0,4,3,4,1,,,4,1,-3
58,2,4,189,0,HIT_MUD,false,0,5,3,4,1,,,4,1,-6
59,2,4,189,0,FIXED_CAR,false,0,3,3,4,1,,,4,1,-6
60,2,4,192,3,ACCELERATING,false,0,3,3,4,1,,,4,1,-6
61,2,4,198,6,ACCELERATING,false,0,3,3,4,1,,,4,1,-6
62,2,4,204,6,USED_BOOST,true,5,3,2,4,1,,,5,1,2
63,2,4,210,0,HIT_WALL,false,0,5,1,4,1,,,5,1,1
64,2,4,210,0,FIXED_CAR,false,0,3,1,4,1,,,5,1,1
65,2,4,213,3,ACCELERATING,false,0,3,1,4,1,,,5,1,1
66,2,4,219,0,HIT_MUD,false,0,5,1,4,1,,,5,1,-8
67,2,4,219,0,FIXED_CAR,false,0,3,1,4,1,,,5,1,-8
68,2,4,222,3,ACCELERATING,false,0,3,1,4,1,,,5,1,-8
69,2,4,228,6,ACCELERATING,false,0,3,1,4,1,,,5,1,-8
70,2,4,234,6,USED_LIZARD,false,0,3,1,4,0,,,5,1,-8
71,2,4,240,3,HIT_MUD,false,0,4,1,4,0,,,5,1,-3
72,2,4,243,3,ACCELERATING,false,0,4,1,4,0,,,5,1,-3
73,2,4,246,3,ACCELERATING,false,0,4,1,4,0,,,5,1,-3
74,2,4,249,3,ACCELERATING,false,0,4,1,4,0,,,6,2,5
75,2,4,252,3,ACCELERATING,false,0,4,1,4,0,,,6,2,5
76,2,4,255,3,ACCELERATING,false,0,4,1,4,0,,,6,2,5
77,2,4,258,3,ACCELERATING,false,0,4,2,4,0,,,6,2,9
78,2,4,261,3,ACCELERATING,false,0,4,2,4,0,,,6,2,9
79,2,4,264,3,ACCELERATING,false,0,4,2,4,0,,,6,2,9
80,2,4,267,3,ACCELERATING,false,0,4,2,4,0,,,6,2,9
81,2,4,270,3,ACCELERATING,false,0,4,2,4,0,,,6,2,9
82,2,4,273,3,ACCELERATING,false,0,4,2,4,0,,,6,2,9
83,2,4,276,3,ACCELERATING,false,0,4,2,4,0,,,6,2,9
84,2,4,279,0,HIT_WALL,false,0,5,2,4,0,,,6,2,4
85,2,4,279,0,FIXED_CAR,false,0,3,2,4,0,,,6,2,4
86,2,4,282,3,ACCELERATING,false,0,3,2,4,0,,,6,2,4
87,2,4,288,3,HIT_MUD,false,0,4,2,4,0,,,6,2,1
88,2,4,291,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
89,2,4,294,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
90,2,4,297,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
91,2,4,300,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
92,2,4,303,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
93,2,4,306,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
94,2,4,309,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
95,2,4,312,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
96,2,4,315,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
97,2,4,318,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
98,2,4,321,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
99,2,4,324,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
100,2,4,327,3,ACCELERATING,false,0,4,2,4,0,,,6,2,1
101,2,4,330,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
102,2,4,333,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
103,2,4,336,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
104,2,4,339,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
105,2,4,342,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
106,2,4,345,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
107,2,4,348,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
108,2,4,351,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
109,2,4,354,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
110,2,4,357,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
111,2,4,360,3,ACCELERATING,false,0,4,2,5,0,,,6,2,5
112,2,4,363,0,HIT_MUD,false,0,5,2,5,0,,,6,2,2
113,2,4,363,0,FIXED_CAR,false,0,3,2,5,0,,,6,2,2
114,2,4,366,3,ACCELERATING,false,0,3,2,5,0,,,6,2,2
115,2,4,372,6,ACCELERATING,false,0,3,2,5,0,,,6,2,2
116,2,4,378,6,USED_BOOST,true,5,3,1,5,0,,,6,3,10
117,2,4,384,0,HIT_MUD,false,0,5,0,5,1,,,6,3,9
118,2,4,384,0,FIXED_CAR,false,0,3,0,5,1,,,6,3,9
119,2,4,387,0,HIT_MUD,false,0,5,0,5,1,,,6,3,3
120,2,4,387,0,FIXED_CAR,false,0,3,0,5,1,,,6,3,3
121,2,4,390,3,ACCELERATING,false,0,3,0,5,1,,,6,3,3
122,2,4,396,0,HIT_WALL,false,0,5,0,5,1,,,6,3,-2
123,2,4,396,0,FIXED_CAR,false,0,3,0,5,1,,,6,3,-2
124,2,4,399,3,ACCELERATING,false,0,3,0,5,1,,,6,3,-2
125,2,4,405,3,HIT_MUD,false,0,4,0,5,1,,,6,3,-5
126,2,4,408,3,ACCELERATING,false,0,4,0,5,1,,,6,3,-5
127,2,4,411,3,ACCELERATING,false,0,4,0,5,1,,,6,3,-5
128,2,4,414,3,ACCELERATING,false,0,4,0,5,1,,,7,3,-1
129,2,4,417,3,ACCELERATING,false,0,4,0,5,1,,,7,3,-1
130,2,4,420,3,ACCELERATING,false,0,4,0,5,1,,,7,3,-1
131,2,4,423,3,ACCELERATING,false,0,4,0,5,1,,,7,3,-1
132,2,4,426,0,HIT_WALL,false,0,5,0,5,1,,,7,3,-6
133,2,4,426,0,FIXED_CAR,false,0,3,0,5,1,,,7,3,-6
134,2,4,429,3,ACCELERATING,false,0,3,0,5,1,,,7,3,-6
135,2,4,435,0,HIT_WALL,false,0,5,0,5,1,,,7,3,-11
