Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,1,0,,,1,0,8
4,1,1,24,9,ACCELERATING,false,0,0,0,1,0,,,2,0,12
5,1,1,33,9,USED_OIL,false,0,0,0,0,0,,,2,0,16
6,1,1,42,9,ACCELERATING,false,0,0,0,0,0,,,2,0,16
7,1,1,51,9,ACCELERATING,false,0,0,0,0,1,,,2,0,20
8,1,1,60,9,ACCELERATING,false,0,0,0,0,1,,,2,0,20
9,1,1,69,9,ACCELERATING,false,0,0,0,0,1,,,2,0,20
10,1,1,78,9,ACCELERATING,false,0,0,0,0,1,,,3,0,24
11,1,1,87,9,ACCELERATING,false,0,0,0,0,2,,,3,0,28
12,1,1,96,9,ACCELERATING,false,0,0,0,0,2,,,3,0,28
13,1,1,105,9,ACCELERATING,false,0,0,0,0,2,,,4,0,32
14,1,1,114,9,USED_LIZARD,false,0,0,0,0,1,,,4,0,32
15,1,1,123,9,ACCELERATING,false,0,0,0,0,2,,,4,0,36
16,1,1,132,9,USED_LIZARD,false,0,0,0,0,1,,,4,0,36
17,1,1,141,9,USED_LIZARD,false,0,0,0,0,0,,,4,0,36
18,1,1,150,9,ACCELERATING,false,0,0,1,0,0,,,5,0,44
19,1,1,165,15,USED_BOOST,true,5,0,0,0,0,,,5,0,48
20,1,1,180,8,HIT_MUD,false,0,2,0,0,0,,,5,0,42
21,1,1,188,3,HIT_MUD,false,0,4,0,0,0,,,5,0,36
22,1,1,191,3,ACCELERATING,false,0,4,0,0,0,,,5,0,36
23,1,1,194,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
24,1,1,197,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
25,1,1,200,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
26,1,1,203,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
27,1,1,206,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
28,1,1,209,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
29,1,1,212,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
30,1,1,215,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
31,1,1,218,3,ACCELERATING,false,0,4,0,0,1,,,5,0,40
