Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,9,ACCELERATING,false,0,0,0,0,0,,,1,0,4
5,2,4,33,9,ACCELERATING,false,0,0,0,0,0,,,1,0,4
6,2,4,42,9,ACCELERATING,false,0,0,0,0,0,,,1,0,4
7,2,4,51,9,ACCELERATING,false,0,0,1,0,0,,,2,0,12
8,2,4,66,8,HIT_MUD,false,0,2,0,0,0,,,2,0,10
9,2,4,74,8,ACCELERATING,false,0,2,0,0,0,,,2,0,10
10,2,4,82,8,ACCELERATING,false,0,2,0,0,0,,,2,0,10
11,2,4,90,8,ACCELERATING,false,0,2,0,0,0,,,2,0,10
12,2,4,98,6,HIT_MUD,false,0,3,0,0,1,,,2,0,11
13,2,4,104,6,USED_LIZARD,false,0,3,0,0,0,,,2,0,11
14,2,4,110,3,HIT_MUD,false,0,4,0,0,0,,,2,0,8
15,2,4,113,3,ACCELERATING,false,0,4,0,0,0,,,2,0,8
16,2,4,116,0,HIT_MUD,false,0,5,0,0,0,,,2,0,5
17,2,4,116,0,FIXED_CAR,false,0,3,0,0,0,,,2,0,5
18,2,4,119,3,ACCELERATING,false,0,3,0,0,0,,,2,0,5
19,2,4,125,3,HIT_MUD,false,0,4,0,0,0,,,2,0,2
20,2,4,128,3,ACCELERATING,false,0,4,0,0,0,,,2,0,2
21,2,4,131,3,ACCELERATING,false,0,4,0,0,0,,,3,0,6
22,2,4,134,3,ACCELERATING,false,0,4,0,0,1,,,3,0,10
23,2,4,137,3,ACCELERATING,false,0,4,0,0,1,,,3,0,10
24,2,4,140,3,ACCELERATING,false,0,4,0,0,1,,,3,1,14
25,2,4,143,0,HIT_WALL,false,0,5,0,0,1,,,4,1,13
26,2,4,143,0,FIXED_CAR,false,0,3,0,0,1,,,4,1,13
27,2,4,146,3,ACCELERATING,false,0,3,0,0,2,,,4,1,17
28,2,4,152,6,ACCELERATING,false,0,3,0,0,2,,,4,1,17
29,2,4,158,6,ACCELERATING,false,0,3,0,0,2,,,4,1,17
30,2,4,164,6,ACCELERATING,false,0,3,0,0,2,,,4,1,17
31,2,4,170,6,ACCELERATING,false,0,3,0,0,2,,,4,1,17
32,2,4,176,0,HIT_WALL,false,0,5,0,0,2,,,4,1,12
33,2,4,176,0,FIXED_CAR,false,0,3,0,0,2,,,4,1,12
34,2,4,179,3,ACCELERATING,false,0,3,0,0,2,,,4,1,12
35,2,4,185,6,ACCELERATING,false,0,3,0,0,2,,,5,1,16
36,2,4,191,6,ACCELERATING,false,0,3,0,0,2,,,5,1,16
37,2,4,197,6,USED_LIZARD,false,0,3,0,0,1,,,5,1,16
38,2,4,203,6,ACCELERATING,false,0,3,0,0,1,,,5,1,16
39,2,4,209,6,ACCELERATING,false,0,3,0,1,1,,,5,2,24
40,2,4,215,6,ACCELERATING,false,0,3,0,1,1,,,5,2,24
41,2,4,221,6,ACCELERATING,false,0,3,0,1,1,,,5,2,24
42,2,4,227,0,HIT_WALL,false,0,5,0,1,1,,,5,2,19
43,2,4,227,0,FIXED_CAR,false,0,3,0,1,1,,,5,2,19
44,2,4,230,3,ACCELERATING,false,0,3,0,1,1,,,5,2,19
45,2,4,236,6,ACCELERATING,false,0,3,0,1,1,,,6,3,27
46,2,4,242,6,ACCELERATING,false,0,3,0,1,1,,,6,3,27
47,2,4,248,0,HIT_WALL,false,0,5,0,1,1,,,6,3,22
48,2,4,248,0,FIXED_CAR,false,0,3,0,1,1,,,6,3,22
49,2,4,251,3,ACCELERATING,false,0,3,0,1,1,,,6,3,22
50,2,4,257,3,HIT_MUD,false,0,4,0,1,2,,,6,3,23
51,2,4,260,0,HIT_WALL,false,0,5,0,1,2,,,6,3,18
52,2,4,260,0,FIXED_CAR,false,0,3,0,1,2,,,6,3,18
53,2,4,263,0,HIT_WALL,false,0,5,0,1,3,,,6,3,17
54,2,4,263,0,FIXED_CAR,false,0,3,0,1,3,,,6,3,17
55,2,4,266,3,ACCELERATING,false,0,3,0,1,3,,,6,3,17
56,2,4,272,6,ACCELERATING,false,0,3,0,1,3,,,6,3,17
57,2,4,278,3,HIT_MUD,false,0,4,0,1,2,,,6,3,14
58,2,4,281,0,HIT_MUD,false,0,5,0,1,2,,,6,3,11
59,2,4,281,0,FIXED_CAR,false,0,3,0,1,2,,,6,3,11
60,2,4,284,3,HIT_MUD,false,0,4,0,1,2,,,6,3,8
61,2,4,287,3,ACCELERATING,false,0,4,0,1,2,,,6,3,8
62,2,4,290,3,ACCELERATING,false,0,4,0,1,2,,,6,3,8
63,2,4,293,3,ACCELERATING,false,0,4,0,1,2,,,6,3,8
64,2,4,296,3,ACCELERATING,false,0,4,0,1,2,,,6,3,8
65,2,4,299,3,ACCELERATING,false,0,4,0,1,2,,,6,3,8
66,2,4,302,3,ACCELERATING,false,0,4,0,1,2,,,6,3,8
67,2,4,305,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
68,2,4,308,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
69,2,4,311,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
70,2,4,314,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
71,2,4,317,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
72,2,4,320,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
73,2,4,323,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
74,2,4,326,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
75,2,4,329,3,ACCELERATING,false,0,4,0,1,3,,,6,3,12
76,2,4,332,0,HIT_MUD,false,0,5,0,1,3,,,6,3,6
77,2,4,332,0,FIXED_CAR,false,0,3,0,1,3,,,6,3,6
78,2,4,335,3,ACCELERATING,false,0,3,0,1,3,,,6,3,6
79,2,4,341,3,HIT_MUD,false,0,4,0,1,3,,,6,3,3
80,2,4,344,3,ACCELERATING,false,0,4,0,1,3,,,6,3,3
81,2,4,347,3,ACCELERATING,false,0,4,0,1,3,,,6,3,3
82,2,4,350,3,ACCELERATING,false,0,4,0,2,3,,,6,3,7
83,2,4,353,0,HIT_MUD,false,0,5,0,2,3,,,6,3,4
84,2,4,353,0,FIXED_CAR,false,0,3,0,2,3,,,6,3,4
85,2,4,356,3,ACCELERATING,false,0,3,0,2,3,,,6,3,4
86,2,4,362,6,ACCELERATING,false,0,3,0,2,3,,,6,3,4
87,2,4,368,6,ACCELERATING,false,0,3,0,2,3,,,6,3,4
88,2,4,374,3,HIT_MUD,false,0,4,0,2,2,,,6,3,1
89,2,4,377,3,ACCELERATING,false,0,4,1,2,2,,,6,3,5
90,2,4,380,0,HIT_MUD,false,0,5,2,2,2,,,6,3,6
91,2,4,380,0,FIXED_CAR,false,0,3,2,2,2,,,6,3,6
92,2,4,383,3,ACCELERATING,false,0,3,2,2,2,,,6,3,6
93,2,4,389,6,ACCELERATING,false,0,3,2,2,2,,,6,3,6
94,2,4,395,6,USED_BOOST,true,5,3,1,2,2,,,6,5,18
95,2,4,401,6,USED_BOOST,true,5,3,0,2,2,,,6,5,22
96,2,4,407,6,ACCELERATING,true,4,3,0,2,2,,,6,5,22
97,2,4,413,6,ACCELERATING,true,3,3,0,2,2,,,6,5,22
98,2,4,419,6,ACCELERATING,true,2,3,0,2,2,,,6,5,22
99,2,4,425,0,HIT_WALL,false,0,5,0,2,2,,,6,5,17
100,2,4,425,0,FIXED_CAR,false,0,3,0,2,2,,,6,5,17
101,2,4,428,3,ACCELERATING,false,0,3,0,2,2,,,6,5,17
102,2,4,434,3,HIT_MUD,false,0,4,0,2,2,,,6,5,14
103,2,4,437,3,ACCELERATING,false,0,4,0,2,2,,,6,5,14
104,2,4,440,3,ACCELERATING,false,0,4,1,2,2,,,6,5,18
105,2,4,443,3,ACCELERATING,false,0,4,1,2,2,,,6,5,18
106,2,4,446,0,HIT_MUD,false,0,5,1,2,2,,,6,5,15
107,2,4,446,0,FIXED_CAR,false,0,3,1,2,2,,,6,5,15
108,2,4,449,3,ACCELERATING,false,0,3,1,2,2,,,6,5,15
109,2,4,455,6,ACCELERATING,false,0,3,1,2,2,,,6,5,15
110,2,4,461,6,USED_LIZARD,false,0,3,1,2,1,,,6,5,15
111,2,4,467,6,USED_LIZARD,false,0,3,1,2,0,,,6,5,15
112,2,4,473,6,USED_BOOST,true,5,3,0,2,1,,,6,5,23
113,2,4,479,3,HIT_MUD,false,0,4,0,2,0,,,6,5,20
114,2,4,482,0,HIT_MUD,false,0,5,0,2,0,,,6,5,14
115,2,4,482,0,FIXED_CAR,false,0,3,0,2,0,,,6,5,14
116,2,4,485,3,ACCELERATING,false,0,3,0,2,0,,,6,5,14
117,2,4,491,6,ACCELERATING,false,0,3,0,2,0,,,6,5,14
118,2,4,497,0,HIT_MUD,false,0,5,0,2,0,,,6,5,8
119,2,4,497,0,FIXED_CAR,false,0,3,0,2,0,,,6,5,8
120,2,4,500,3,ACCELERATING,false,0,3,0,2,0,,,6,5,8
121,2,4,506,6,ACCELERATING,false,0,3,0,3,0,,,6,5,12
122,2,4,512,6,ACCELERATING,false,0,3,0,3,0,,,6,5,12
123,2,4,518,6,ACCELERATING,false,0,3,0,3,0,,,6,5,12
124,2,4,524,3,HIT_MUD,false,0,4,0,3,0,,,6,5,9
125,2,4,527,3,ACCELERATING,false,0,4,0,3,0,,,6,5,9
126,2,4,530,3,ACCELERATING,false,0,4,0,3,0,,,6,5,9
127,2,4,533,3,ACCELERATING,false,0,4,0,3,0,,,6,5,9
128,2,4,536,3,ACCELERATING,false,0,4,0,3,0,,,6,5,9
129,2,4,539,3,ACCELERATING,false,0,4,0,3,0,,,6,5,9
130,2,4,542,3,ACCELERATING,false,0,4,0,3,0,,,6,5,9
131,2,4,545,3,ACCELERATING,false,0,4,0,3,0,,,6,5,9
132,2,4,548,0,HIT_MUD,false,0,5,0,3,1,,,6,5,10
133,2,4,548,0,FIXED_CAR,false,0,3,0,3,1,,,6,5,10
134,2,4,551,3,ACCELERATING,false,0,3,0,3,1,,,6,5,10
135,2,4,557,0,HIT_WALL,false,0,5,0,3,1,,,6,5,5
136,2,4,557,0,FIXED_CAR,false,0,3,0,3,1,,,6,5,5
137,2,4,560,3,ACCELERATING,false,0,3,0,3,1,,,6,5,5
